yng	ய்ங்
barzan	அரண்
barzanes	அரன்டெஸ்
barzal	அரல்
barzak	அரக்
barzai	அறை
barwin	அரின்
barwar	அர்அர்
barve	வர்வெ
barva	அர்வர்
baruy	அருஞ்
barut	மறுத்
barune	அருண்
barùmini	ஜர்மினி
barujari	சர்ஜரி
barueri	அருகேரி
barudo	அருட்
baruda	அருட்
baruc	ஆறுச்
baruchel	கருசெல்
barua	அரும
bartu	அர்துர்
bartr	அர்துர்
bartoll	அறுதொழில்
bartoli	பர்தோலி
bartning	பர்னிங்
bartmann	வர்த்மன்
bartlane	அர்தலன்
bartigis	பர்தீஸ்
bartha	அர்த
bartangi	அரங்கி
bartabas	அரிதாஸ்
barss	கர்ஷ்
barsip	அரிப்
barse	அர்ஸெல்
barsa	அர்ஷ
barsam	அரம்
barsamya	அரமய
barsad	அர்ஸ்ட்
barsac	அறச்
barrus	அற்று
barroll	மற்றொழில்
barriola	அற்றிலா
barrimal	பரிமள்
barricks	பற்றிக்ஸ்
barricelli	தாரிசெல்லி
barrica	நற்றிசை
barriada	அற்றிலா
barreta	மற்றெந்த
barrea	அற்ற
barray	அற்ற
barrax	அற்ற
barrard	கர்ரார்ட்
barracas	சரசஸ்
barqan	அரண்
baroud	அருட்
barota	அர்த
baronum	அரகொனும்
baronin	ஆரோனின்
barondes	அரன்டெஸ்
baronata	அடர்நத
baromans	ரோமன்ஸ்
barolo	அரோ
baroli	ரொலி
barolini	கரொலின்
barobo	அரோ
baroa	அரொர
barny	அருஞ்
barnwals	ஜர்னல்ஸ்
barnucin	அனூசின்
barnstar	அரிந்தர்
barnić	அர்னி
barnicka	அர்னிகா
barnhill	பர்ன்ஹில்
barnhelm	ஆர்ன்ஹெம்
barnhard	அன்ஹார்ட்
barngala	அறநல
barne	அர்னே
barnell	அருநெல்லி
barnek	அனெக்
barndt	அண்டத்
barnde	அர்ன்ட்
barncard	கன்சர்ட்
barnards	பர்னர்ஸ்
barnardo	பர்னர்ட்
barnane	வர்ணனே
barmica	ஆர்மிசன்
barma	வர்ம
barlian	அருளினன்
barle	மர்லெ
barlassina	தலஸ்ஸினா
barkus	அகுஸ்
barkur	அகுர்
barkuk	ற்குக்
barkla	அக்ல
barkinji	பர்கினி
barkim	அகிம்
barkie	அர்கி
barkcamp	ஆர்க்சம்
barkau	அகௌ
barkann	அருகனின்
barjik	அரிக்
bariu	அறிது
baritú	அரித்
barito	அரித்
bariso	அரிஸ்
barish	அரிஸ்
barisano	நரிஸன்
barisani	நரிஸன்
bariot	அரித்
barios	ஐஒஸ்
barink	அரிக்
baringa	அரிங்கா
barind	ஐன்ட்
barimen	அக்ரிமெண்ட்
baril	அர்பில்
barilli	நற்கிள்ளி
barilium	ஆறிலும்
barila	ைள
barikut	அறிகுறித்
bariff	அரிஃப்
barias	அரஸ்
barha	அர்ஹன்
barhaniaan	அரணைதான்
bargjini	தர்ஜினி
bargee	அரே
bargas	அரஸ்
bargan	அரண்
bargal	அரல்
barford	பர்ஃபோர்ட்
barey	அரெய்ன்
baret	கரெத்
baretti	அரெத்தைன்
baresi	அர்ஸி
barere	அரே
barera	அற்ற
barentoo	அறிந்தோ
barenses	ஆர்எஸ்எஸ்
barel	அஸ்ரெல்
barelvi	பரேல்வி
barelli	அட்ரெளலி
barellan	அரெளண்ட்
barelegs	பரெலெஸ்
barela	றெள
barek	அரேக்
barek	அரேக்
bardulia	அருளிய
bardsley	அர்ட்ஸ்லே
bardou	அர்டு
bardon	அர்டன்
bardoli	வருடொலி
bardi	வர்டி
bardiyah	அர்டியா
bardera	மர்டெரர்
bardeman	அரிடமன்
bardel	அடெல்
bardell	நர்டெல்லி
bardellino	கார்டெல்லின்
bardavon	அறவோன்
bardas	அரஸ்
bardanes	அரன்டெஸ்
bardal	அரல்
bardac	அறச்
barcus	அர்சு
barcs	அர்சஸ்
barcreek	தர்ரேக்
barclaya	அர்சலா
barcia	அர்சி
barchi	அர்சி
barche	அர்செ
barcelo	அர்செலோர்
barcău	அர்சு
barbur	அருர்
barbra	அற்ற
barbis	அரிஸ்
barbisan	நரிஸன்
barbin	அரின்
barbieri	அறிநெறி
barbee	அரே
barbauld	அர்னௌல்ட்
barbas	அரஸ்
barbarin	ஹரரின்
barbarella	மறறெல்லா
barbaree	அராரே
barbania	அரணிய
barbam	அரம்
barbak	அரக்
barbakan	அரக்கன்
baraza	அரா
barazani	பரானி
barawa	அரா
barawani	பரானி
barawala	அராலம்
barau	அரௌல்
baraudin	ஆசுடின்
baratz	அறத்
baratto	அரைத்தோ
barattiere	பரத்திலே
barato	அறத்
baratov	சரதோவ்
barash	அரஸ்
barasana	ஆஸனம்
baranwal	அரணாள்
baranura	வானுற
barante	பரந்தே
baranowski	அரனோஃப்ஸ்கி
baranov	சரனோவ்
baranjar	சான்ஜர்
baranek	அறநெறிக்
barandal	ரண்டால்
barancs	அரஞ்சஸ்
barañain	அராபின்
barami	ரமி
baralt	அறத்
baralong	ஆலோங்
baralku	கரலகு
barakzai	தரகை
barake	ஆகெ
baraj	மரஜ்
baraitha	அறைந்த
baraibar	அறையர்
barahima	ரஹிமா
barahama	ரஹமத்
barag	அரங்
baragung	அறமுங்
baraga	அரா
baraev	அரவ்
baradine	சரடின்
baradeus	அரன்டெஸ்
barach	அறச்
barachel	பரசெல்
baraba	அரா
baqlin	அலின்
baqing	ஐங்
baqani	ஆநி
bapuji	புஜி
bapts	அப்துஸ்
baptie	அப்தி
bapsi	லப்ஸி
bapist	பிஸ்த்
bapat	அர்பத்
bapak	அய்பக்
baoyin	ஒயின்
baoying	அனோயிங்
baolin	ஒலின்
baojiyan	அய்ஜியன்
baodai	ஒடை
baoans	ான்ஸ்
banzan	அணன்
banyu	சன்யு
banyas	அனஸ்
banville	நெவில்லெ
banus	தனுஸ்
banunu	அன்னு
bantul	அதுல்
bantug	அந்து
banto	அந்தோ
bantings	பந்திங்
bantay	அ்ந்த
banska	அந்க
bansitar	கணிதர்
banshu	அன்ஹு
bansha	அந்ஹ
bansa	அன்ஸர்
banro	அன்றோ
banpo	அன்போ
banoy	அனோய்
banotti	மண்கொத்தி
banon	கனொன்
banny	சன்ஞ்
bannermere	அந்நேரமே
bannen	அண்ன்ன்
bannau	அன்னு
bannaker	அந்நகர்
bannag	அன்ன
banmor	அமொர்
banmi	அண்டமி
banlong	அங்லோங்
banlat	அழத்
bankya	அந்க
banko	அன்கோ
banklick	சந்க்ளிச்
bank-i	அன்கி
bankim	அகிம்
bankie	அன்கி
bankfurt	மன்குர்த்
banke	அன்கே
bankes	அனெஸ்
bankei	அன்கி
bankaw	அந்க
bankasi	தனகஸி
banji	கன்ஜி
banje	அண்ட்ஜெ
banjars	அவென்ஜர்ஸ்
banjaras	பனரஸ்
banite	அணித்
banise	அனிஸ்
banion	அனின்
baninter	அணிந்தே
banilad	அணிலாடு
banikas	கன்னிகஸ்
banija	நிஜ
banham	அஹம்
bangu	அங்சு
bangui	அணுஇ
bangru	அ‌ன்று
bangnark	மன்னர்க்
bangkok	மங்கோக்
bangi	அங்ரி
bange	அங்கெ
bangêk	அங்க்
bangarra	அன்பற்ற
bangara	கங்கர
banganga	அங்கண
bangal	அனல்
bangall	அங்கள்ள
bangala	அங்கால
banfield	அன்ஃபீல்ட்
banesh	அனெஸ்
baner	அண்டெர்
banerji	பநேர்ஜி
banepa	அன்ப
banea	அநெக
banduri	தண்டுறை
bandula	வண்டுளர்
bandua	அண்டு
bandrika	அண்டர்கட்
bandou	அண்டு
bandoeng	அன்டோங்
band-i	அன்டி
ban-di	அன்டி
bandio	அன்டி
bandinelli	ரொண்டினெல்லி
bandida	கண்டிடா
bandida	கண்டிடா
bandić	அன்டி
bandiagara	வண்டிகார
bandet	அண்டத்
banderia	ஆண்டெரி
bandemer	லண்டேர்
bandarra	அன்பற்ற
bandamanna	பனமண்ணை
bandakor	அனகோர்
bancs	அன்சஸ்
banconi	மன்சோனி
banck	அன்சுக்
banckert	அன்சிகெர்
banciu	அன்சு
banchina	அஞ்சின
banbha	அந்ஹ
banban	அணன்
banay	அனாய்
banawa	அணா
banawali	அன்வாலி
banavasi	ஆனவை
banasa	ஆஸ
banarhat	அனாஹத்
banania	மனநில
bananen	வண்ணன்என்
banaluka	ஆளுகை
banaja	ஆஜ
banadeek	சாடேக்
banac	கனச்
banabans	அனானுஸ்
bamzooki	அம்ரோகி
bamut	அம்புத்
bamum	அம்பும்
bamses	அமெஸ்
bamps	ஆம்ப்ஸ்
bamonn	அமொன்
bammer	அம்மெ
bammeh	அம்மெ
bamle	அம்லெட்
bamilo	அமில்
bamileke	தமிழே
bamia	அமிய
bamford	மம்ஃபோர்ட்
bambra	அம்ர
bambos	அமொஸ்
bambataa	அமர்தா
bamban	அமண்
bambanti	தமந்தி
bambai	அமை
bambaattaa	சமாதிதா
bambaata	அமிா்த
bamasaba	அமஸ்யா
bamare	ஆரெ
bámaca	மச
balzar	அழற்
balzan	அழன்
balys	அலய்ஸ்
balwin	அலின்
balve	அள்வே
balveren	ஆள்வேன்
balus	ஆலுஸ்
balungao	அழுங்க
balui	அலுரி
balud	பலுட்
baluan	அழன்
baltus	அல்து
baltit	அதித்
baltim	அதிம்
balticum	வலிசும்
baltians	அலியன்ஸ்
balta	அல்தா
balsom	அலொம்
balsas	அலஸ்
balsar	அஸர்
balsamum	அலம்பும்
balsamon	தழமொன்
balra	அல்ரா
balqis	அலிஸ்
baloy	அலோய்
balout	அழுத்
balos	அலோஸ்
balorian	அலோரின்
baloni	அல்நி
balonik	மலோனிக்
balogo	அலோ
balochis	அலோசிஸ்
balmat	அமத்
ballyoan	அல்லியன்
ballyard	அல்லார்ட்
ballou	அள்ளு
ballota	அல்லோதர்
ballio	அல்லி
ballingdon	வால்லிங்டன்
ballindamm	வல்லினமும்
ballinas	வல்லின
ballinalee	பள்ளிகளே
ballila	பல்லிலை
ballif	அலிஃப்
ballie	அல்லி
ballenas	கல்லென
ballecer	பல்லேர்
ballasalla	வல்லதல்ல
ballardian	பல்லடியன்
ballands	ஐலண்ட்ஸ்
ballando	அல்லனோ
ballaine	நல்லஇன்
ballahoo	அள்ளவோ
ballaharra	கள்ளமற்ற
ballagas	மல்லாஸ்
balladur	அல்லைடு
balko	அல்கொக்
balkiz	அல்கி
balkhi	அல்கி
balke	ஆல்கெ
balkenende	அலிகேன்டே
balkende	ஆலென்டெ
balkema	அல்கெய்மர்
balius	அலிஸ்
balitran	ஜைத்ரன்
baliti	அலீ
balite	அளித்
balisier	அலிஷெர்
balise	அலிஸ்
balir	களிர்
balios	ஐஒஸ்
balinț	அலின்
balinska	அலின்கா
baline	லினெ
balinder	லின்ட்னெர்
balil	களில்
balilla	அழிவுள்ள
balikh	அலிக்
baliff	அலிஃப்
baliem	ஐஎம்
balic	அலைச்
balicka	ரட்லிச்க
balice	ஐசெ
balibari	அலிகரி
balia	அழிய
baliani	தலிபனி
balhut	அழுத்
balho	அல்ஹோ
balheems	சலேம்ஸ்
balhat	அஹத்
balham	அஹம்
balgatan	கலதன்
balfe	அல்ஃப்ரெ
balerno	சலெர்னோ
balerna	அல்கெர்னன்
balerian	அலெத்ரின்
băleni	லெனி
balenciaga	வலென்சியா
balena	அலென்
balena	அலென்
baleka	அல்க
baleerie	ஹலேரி
balear	அழற்
baldy	அல்டெய்
baldus	அல்டஸ்
baldry	அல்டர்
baldruus	அன்ட்ரூஸ்
baldrs	அல்டஸ்
baldrich	அல்டிரிச்
baldred	மைல்ட்ரெட்
baldo	அல்டோ
baldon	அல்டன்
baldix	அல்டி
baldicci	அடைச்சி
balderis	அல்ட்ரிக்ஸ்
balderic	அல்டிரிச்
balderas	அல்டெரா
balda	அல்டா
baldacci	அடைச்சி
baldaccini	பால்டச்சினி
balcom	அலொம்
balcia	அல்சி
balcescu	அல்சேசு
balcer	அசெர்
balcarce	ஆல்சர்ச்
balbin	அலின்
balbards	அல்பர்டஸ்
balban	அழன்
balazs	அலஸ்
balaxani	வழானி
balawi	அளை
balau	அலது
balatlar	ஆதுலர்
balathal	அலைதல்
balastra	ஆஸ்திர
balasko	ஜலஸ்கோ
balasi	ஆஸி
balash	அல்ஃ
balascia	அலசிய
balasar	ஜலஸ்வர்
balarâ	அழற்
balarāma	வளர்ம
balap	நலப்
balanus	ஐலண்டுஸ்
balanovo	அலன்சோ
balanjar	சான்ஜர்
balanica	அலைசை
balangao	அலங்க
balame	அல்மெ
balamb	அளம்
balamban	வளமண்
balalika	லளிகம்
balakh	அல்ஃ
balaj	அடலஜ்
balaju	லஜு
balaiada	அழையா
balahaka	அளவக
baladro	அல்பட்ரொஸ்
baladine	அலாடின்
balac	நலச்
balacris	அலைசிஸ்
bakwin	அகின்
bakwas	அகஸ்
bakunina	குன்றின
bakul	நகுல்
bakui	அகுதி
bakuena	ஆகுமென
baktus	அகுஸ்
