โยคะ	오카
รอัลต	아랄
ประลอง	아라동
รัลอิ	랄이
ระเค	だらけ
ไรล์	라일
ระบะ	아라바
อัตรา	아라가
อัพภัน	앞판
แอดิ	페디
อัพภัน	아판
สะพัก	아파카
อะนัส	아냐
ฮันทิง	안팅
อันเต	안테
อันเต	한텐
อัณฑะ	안타의
สัณฐาน	산타야나
อัณฑะ	あんた
ฮันซ็	안소
อันนะ	한냐
นน่อน	안농
อันนะ	안나의
อันนะ	안나
นนัน	安南
อันนะ	安奈
อันนะ	안나고
นมัน	단만
นคิน	아나킨
นกิม	반킴
นเคล	만켈
นกัว	안카
อันเต	아이테
อัณฑะ	아니타
ไอออน	애니온
อาณิก	아니키
มะณี	아니키
อะนัส	아니아
โอะงุ	안구
งอุณ	상운
ะงิ	板櫃
สังสาร	장사리
อ้างอิง	安慶
โงย	안고
นางไม้	앙마
ะงิ	揚力
กังหัน	상한
ะงิ	강기
อะเงะ	안게
งอัศ	한갓
เงอะงะ	앙앙
งอัล	안갈
งัด	안가
อะเงะ	안에다
อันนะ	안나
แอนดิ	安帝
อันดามัน	안다만
นโช	안치호
ฮันบะ	아니바
นบัน	난반
อัตนัย	아나의
อาเว	안웨
นัสอะ	라나사
ระแนง	산타렝
าณิ	아나니
อาลิ	안달이
ละมุน	아문
ธัมมะ	암마
มไบ	암바이
ะแม	암바에
อายั	아마야
าร์ส	아맛
ะแม	아마레
มะระ	아마라
อัลญะ	아얀
อัลบะ	알바
อัลทิ	알티
อัลทิ	알티
อัลทิ	알틴
อัลทิ	알티마
อัลทิ	알티마
อัลทิ	알티
อะเลส	알테
อัลทัว	알타
อะลัม	알람
าโลส	갈옷
โลนิ	아오니
ลมิส	앎이
อะเลส	발멧
อัลมัร	알마
ลมัน	알만
อัลเล	الله
อัลอะห์	الله
ลคิน	알킨
พัลเค	알켄
มัลกั	탈카
อัลทิ	李瑅
ลิตั	利他
ลิเน	달인에
อัลคิล	알킬
อัลฮุ	알후티
อะลัม	잘함
เลนิ	알엔비
เลนั	알레나
เลนั	알레나
เลกั	알레카
ลดอน	알동
อัลดิส	알디
อัลเด	알더
อัลดัส	알다
อัลอัซฮัร	발다사레
อัลช	앓아
อัลบี	알비
ลบิน	알빈
อัลบะ	알비나
ลบัน	알반
มายัง	蘭陽
อัลทิ	알티
อัลมัร	알아라
อาระ	알아라
ละเมอ	앎에
อากิ	알키
ล่าม	ސަލާމް
กวิน	아퀴노
กุระ	와쿠라
ศักติ	아쿠티
ปักษิ	아카시
อักษะ	아산
กริน	아린
โคเย	奥野
โคเล	알콜에
โกโก้	ここ
กลั้น	아칸
อัลคิล	아킬
เคร็	아크로
อะเคะ	케마
เคลส	아켓
อายั	아카야
บาร์เรล	바카레
กะเร	바카레
านซ์	아잔
อ่าง	아장
ไอที	아이티
อิตัล	바이탈
ไม้สอย	아이셰
ไอสึ	白色
ไรส์อะ	아이사
ไอรอน	아이로
ไฮเร	아이레
ไอออน	아이코나
ไอน์ส	아이누
ไซเน	아이네
ไออิ	아모이
ไอไม	아이마
ไอเค	아키에
ไอเค	아이캔
ในดิ	아이디
ใบแดง	아이덴
ไมด์อะ	아이다
ใบแดง	타이당
ใ้ช้	哀愁
อาดั	아이다
หวั่น	다환
อาหรั่	아후라
อโหสิ	호시
ยะโฮร์	아호로
โหง่	다홍
หมั้น	아만
อายั	않아야
าธิ	하티
อาระ	닿아라
อะหัง	아한
าณิ	나하니
าณะ	카하나
ระห่ำ	아함
อามั	사하마
ฮัลส	아핫
อะไหล่	拓海
ไฮส	아핫
ระหัด	اتحاد
ยะหา	아하하
แบน	박는
ไอซุ	나기수
อาระ	막아라
านซ์	아간
าณะ	아가나
อาม็	가모
อาลิ	자갈이
อาเด	가데
บาลั	巴拉
ฟิง	아잉
ฝั้ง	安房
แอนธิ	대티
แวเธ่	아네테
แม่ทะ	아에타
แทสมัน	아세만
แมเร	카에레
แมนั	애나
แฟล็	앨로
แม่กอง	애종
แอกั	애가
ดึล	아델
ดรัน	아란
โด่ง	아동
อะลัม	아담
ดินิ	아이디니
อะดัม	아함
อะดัม	아담
ระเด่น	아덴
เด้นส์	아덴
เดนิ	아데닌
อะเดล	아델
อดัมส์	아닷
อะดัม	아다미
อามั	아다마
ดัลอะ	아달라
กะได	아다이
ไดน์	바다인
ด๋าม	아담
บัติ	標題
เชิ่	保持
เจห์	바헤
อาระ	차라
อะเบล	아벨
อะบูฏอ	바부
บิทั	카비타
อะบี	바비니
ระบิล	카빌
บิเล	빌에
บิลั	아빌라
ะไบค์	아비코
ไบเค	마비에
อะบี	바비디
อัลเบร์	아베리
อะเบล	아벨
แบล๊	발우
เบลล์	아벨
อะเบล	아벨이
เบเล	아벨에
ฮับบะ	아빠
อายั	잡아야
อาระ	바바라
สะบั้น	아반
านซ์	아반
าณิ	카바니
อาลิ	밥알이
อัลบัฆ	아바코
ราชัน	巴川
นาคั	아파카
อาดั	아사달
อาบู	아자부
อัธ	از
ไรล์	라일
แรล	라엘
พิริ	피리
คุณั	쿠나
เคนั	케나
ไอบะ	아이바
ญญา	야파
อายัด	아야도
ยุทธนา	아유타야
สหัน	葉山
อเร็น	요런
โย่	ㆉ
ยุ้ง	효웅
โยเร	여러
โยงิ	요니
ยอดน้ำ	윤암
โมเน	모네
เยเมน	御門
มะระ	마라
ลิ้ง	玲
เล็น	λέων
กุฎิ	쿠디
ญิ	噫
ยิดัม	伊達
เยสั	葉山
เยร์ส	아녜시
เยสุ	연수
ดิ้ง	議定
กะอ์บะฮ์	아바하
ยอะสึ	야세
แยร์ส	야렛
ยาโณ	야노
ยะงิ	얀이
ยาท	야나
ยัมปิ	야미
ยะลา	얄타
ยาค็	야코
ยากั	야칸
ตุ้ง	퉁
ลิเน	＿
วุ	誣
อวสาน	위산
อรัง	让
ระบะ	라바
วอรี่	워리
วะกิ	와키
วิตร	위토
ไฮเร	아이레
วิลโล	타윌
วิดั	일다
วกำ	위암
วินั	위기나
อิเดส	위엣
วิธั	ワタ
วินั	ひな
ว่าน่	가안
เวรั	웨라
ว่ายั	와야
แวเธ่	와트
วัฒนั	ワタ
อัศวั	와와
วาซ็	화소
วาสะ	와사
วัฒโณ	완보
แว๊น	와는
วัฒนั	완다
ไวร์	와미
วัลคิ	활이
วัลเล	왈레
วิธิ	화이티
ไวป์	와이파이
ไวซ์	와힛
แวดิ	와디
อิตัล	이탈
วอาเร	아바레
ะเรน	아렌
อัณฑะ	あんた
ไอคิ	아이키
เวรั	웨라
อุไร	우라이
ธุระ	투라
อุตรา	아우라
ทรัน	우란
อุตริ	유토리
ต่อมั	우토마
อนุทิน	붙인
เทิล	테일
อุทาร	우타라
อุตริ	우타리
อุทาน	우탄
ทะนะ	우타나
ไทร	胎兒
ซุนิ	유순이
สตั้น	우탄
สตั้น	우탄
อุษณิ	부소니
โซเน	루손에
โซนั	수소나
สลัน	우산
เซิ่ล	세일
ซดัล	웃다
สัณฑ์	우산
บุรุษ	우루사
อรุณิ	우룬디
รุบะ	루바
ริฒิ	리티
ทุเรศ	투렛
อเร็น	투런
เรเน	렌에
ซุเระ	우레아
รดัล	우랄
อุรา	우라타
ไรส์	라잇
ไรส์	라잇
ปุณิ	푼이
ปุณิ	푼이
พิง	우핑
อุณหิ	軍勢
นอิง	윤잉
อุณหะ	운하
มิติ	밑이
นอุมัร	우마루
อมันน์	우만
อุทลุม	울음
โลนั้	우오나
เกรอะ	케라
เคเล	可樂
ดรัน	우란
เดเร	데레
ดัลอะ	달아
ไดน์	유다인
สุจิ	うち
อชัน	無産
สุบิน	우빈
ไบน์	쿠바인
ทิลล์	튈
ทุเรศ	투레
โตนั	우오나
ถุนั้	투나
ตมัน	투망
ตุลย์	투야
ทูเล	툴에
ตจะ	土産
โทเร	토레
โตเน	토네
ทินิ	티니
ทิกิ	티키
ติกั	ティカ
ทธี	티치
ตต้า	타야
ตต้า	타와
ฐัติ	타티
ทไธ	타타리
ตต้า	타타라
เอททัล	토탈
ทไธ	탈이
ตต้า	토타카
ธุตั	つた
ซุก็	えつこ
สินะ	신아
ซิกิ	토시키
เซนั	세나
ทร็อป	로파
อริยะ	투리야
ทรัต	라토
ธรา	라파
โต้ตอบ	토토
โทสะ	토사
ตอนู	톤수
โทสะ	통사
โทนิค	톤이
โตนั	통사
ทอด็	톤도
ต่อมั	톰페아
โตคส์	토코
ทกัน	톨칸
ทะนะ	나나
โทเร	모레
ทโมน	티몬이
ตมัน	투마니
เลติ	테티
ทลา	타파
กลันตัน	탄탄
ตีโญ	타이요
ติเย	티예
ติญา	아티야
ทิสช์	題詩
ทิศา	티사
ตีระ	티라
ทรัศ	티라
ถิ่นฐาน	天壇
ทินั	티니안
ตอิโล	體力
ติลั	틸리아
อธิคม	티케
ธีม	티디
ติวั	티아와
ทะนะ	티아나
ทห	ㅌ
ธุระ	후라
หิริ	히리
ทินั	ひな
เท็ส	헛
เธเน่	텐에
ทะนุ	한우
ทไฮ	하니
ทะนะ	ハナ
ตอแหล	토할
ทะเล	할에
เตลเย	特約
เทสท์	테테
เทรน	텐오
ธเรศ	테레세
เตนต์	てんとう
เตง	텐가
เธเน่	텐트
ธเนส	테네시
เธเน่	테너
เธเน่	에네아
ธนัส	테나
เธเล	엘제
เอเคอร์	테케
ทบา	バラ
ตะบะ	타바
ต้ายั	타야
ธาล	타알
ฐัติ	타이오
ถาก	타타
ทารุ	タル
ทร็อต	타로
ไตเติล	타이틀
ทริซ	타리
ทริบ	탈립
ทะนะ	타누마
ธาณิ	타니
ตั๊ง	안고
ทะนะ	탕아
ทำนุ	타무
ถัมภิ	탐이
ทำเล	タメ
ทัลก์	탈이
ตะละ	탈이다
ตะกั่ว	タカ
ไต้หวัน‎	타이항
ตะกี้	타이리
แท่น	타이겐
ตาดั	ただ
ไตส์	타치
ตะไบ	탑이
ตาย	타바
อาศิร	아시로
ซินส	쉿
วินั	쉬우나
วัติ	사티
สุริย	수리
ซุเระ	수레
สุรั	슈람
สุมนะ	수나
ซึมิ	수미
สลัม	수암
สหัน	수한
สั่ง	수랑
สุติ	투티
สุรินัม	수리나
ธุระ	투라
สโตร์	소토리
โทเร	토레
โทเร	토레
โตเน	토네
ออสติน	사틴
ศติม	티마
ต์ฮัน	숱한
เธเน่	텐에
สแตล	시텔
ซ์แท	사탄에
ซ์แท	탑에
สุวั	사수와
สุริยัน	수리산
สุษิร	씨로
ศศิน	씨니
สิ้ง	씽
ซิเล	사실에
อส์ไฮ	篩
เซ้นซ์	쎈
ศศิน	씬
สสัย	쌀의
สสัย	싸여
ษัทอะ	사타
ศะศิ	씨앗이
สสาร	싸리
ษษา	쏴라
สัสัน	싼
ซั่นส์	싼사
สอัมส	쌈
ษษา	싸이카
แซล	샐
ษษา	싸다
ซะบะ	쌈바
สรทะ	사리타
สเรล	리엘
ศรัณ	시리안
ระยะ	세라야
ศรัณ	소란이
สกรัม	사람‏‎
แรล	라엘
พิเด	피데
เปร็	페로
สแปม	아셈
โสติ	서틴
โศภิ	소피
โสภั	소피아
โซนั	소니아
โซลา	솔아
โซกึ	소크
โซกั	소카
ออดิโอ	오디오
ซบัล	소발
อสแนน	손엔
สนัด	나디
มะระ	삼아라
มะฆะ	시마카
โคเน	콘에
โคเล	콜에
โคลั	솔아
