zya	زيا
marjol	أرجل
marjeh	ارجح
marjatan	امرأتان
mariza	أرزة
mariya	آرية
maritz	آرتز
marity	ارتي
mariti	مَرِّ
marita	آرتا
maritana	ارتأينا
marist	أرست
marisa	أرسا
marind	أرید
marilyns	أورلينس
marika	أركا
maríja	أرجأ
marija	أرجأ
marijani	لاریجان
marijane	لاریجان
marids	أرید
maridjan	أردوجان
maridi	أرضِ
marías	أراس
marianas	أرانساس
mariam	أیام
marial	آرال
mariala	الرِسالة
marhuq	أرهق
marhatta	أحاطتها
marhashe	أرشاش
margny	آرني
margid	أرید
marghita	ارغيتا
margharita	مارغاريتا
marghanita	غارغانتا
marghak	أراغاكي
margen	مارن
margat	أراط
margalla	الراللى
mareza	أرزة
mareys	أريس
marets	آرتس
mareth	أرث
marest	أرست
mareshal	بارشال
mareshah	ارتشاح
marenham	أرنهايم
marena	أرنا
mareas	أراس
marean	أران
mardu	أردتُ
mardum	أردم
marduk	أرضك
mardon	آردن
mardol	أردل
mardle	أردل
mardjani	أردوجان
mardin	آردن
mardik	أرضك
mardie	أرضِ
mardia	ارضة
marden	آردن
mardas	أراس
marcks	أركس
marchman	الرحمٰن
marchart	ايرهارت
marcas	أراس
marcan	أران
marçal	آرال
marcal	آرال
marbwê	أربو
marbut	اربط
marbro	آربر
marbot	اربط
marbod	اربد
marbet	اربط
marber	آربر
marbel	أربل
marbehan	أرباحاً
marayo	اراي
marawi	أَوِ
marau	آراءُ
maratona	امرأتنا
marathónas	ماراثوناس
marathia	أَذِنَ
marathas	أراثوا
marāsa	أرسا
marasà	أراس
maraqiya	الراقية
maranz	آرنز
marantao	آرانيتا
marano	أران
marani	أَنِ
maranhao	أقرانها
maranham	رانغام
marangas	أرانساس
marangal	بارانال
maranaws	أريانوس
maranaos	أرانساس
marami	أَمِ
marall	آرال
marai	أراضِ
marain	أران
marags	أراس
maragheh	افراغه
marado	أراض
maradona	أفرادنا
marach	أراح
maracena	آرائنا
marabú	أراب
marabô	أراب
marabina	رَبِّنَا
marabá	أراب
màq	مق
maq	أق
maquam	اقام
maqsud	اقصد
maqbul	أقبل
maqar	ابقار
maplin	ألِن
mapawa	أَوَ
maparyan	پارسيان
maonan	أناً
manzum	أنظم
manzor	انظر
manzilah	انزلاقه
manzhu	انهُ
manzhe	أنزه
manzer	انظر
manzarek	انتظارك
manzanares	مانزاناريس
manzaleh	انزالها
manzalah	نزالاته
manyon	أنين
manych	أنيه
manwen	آنون
manusi	مَنِ
manukyan	تانكيان
manuba	‏أنبا‏
mantz	بانتز
mantus	انتس
mantsi	انتِ
mantor	أنطر
manton	أنتن
mantlo	أنتل
mantin	أنتن
mantik	انتِ
mantia	أنتى
manthane	أنثيان
mantey	أنتي
manteo	مانت
mantei	انتِ
mantasoa	انتكاسة
manta5	أنتى
mansūr	أنصر
mansur	أنصر
mansurah	انشراح
mansubat	السُّبات
manstead	زانستاد
mansor	أنصر
mansôa	أنسى
mansoa	أنسى
mansmann	أنساناً
manski	أنكِ
mansi	النصِّ
mansingh	لانسنغ
mansia	أنسى
manshu	انهُ
manshū	انصح
mansholt	انتشلت
manshi	انصح
manshiya	الصحِّية
manshieh	أنشئه
manset	آنست
manser	أنصر
mansel	أنسل
manseh	انصح
mansehra	انشراح
mansbach	أنسباخ
mansat	أنات
mansardă	هانسارد
mansalay	انفصالي
mansakan	أسماكاً
mansai	أنسى
manra	لانرى
manray	اراي
manoyr	أنير
manory	أنري
manona	أننى
manoka	أنّكَ
manoas	اناس
manoah	أنَه
mannyng	ناننينغ
manns	أنونس
mannny	انني
manni	لاننی
mannea	أننى
mannaz	أننى
mannam	ننام
mannai	أننى
mannae	أننى
manmad	انما
manmadha	أمراضها
manmadan	أمراضاً
manks	انعكس
mankki	أنكِ
mankiw	أنكو
mankin	أنكن
mankey	أنكي
manker	انكر
mankby	انبي
mankayan	تانكيان
manjul	انجل
manjki	أنكِ
manjil	انجل
manjhi	انجح
manjaq	انجا
manjak	نجاك
maniwaya	النوايا
manish	انصح
manisa	أنسى
maniqa	انقى
manimala	الإمالة
manily	أنِّي
manikata	انكاثا
manija	انجا
manida	أیضا
maniah	أنَه
manhem	أنّهم
manhatta	أحاطتها
manhao	أنهى
mangyans	انيانوس
mangka	أنّكَ
mangi	مانگی
mangat	أنات
mangaroa	أنغارا
mangan	أناً
mangamma	أنغاما
mangaman	أناتمان
mangalya	أناليزا
manfredy	انفرادي
manfreda	انفردوا
manezh	أنزه
manets	انتس
maneshra	انشراح
manery	أنري
maneki	أنكِ
mandwani	أندواين
mandus	أندس
mandurah	أندراده
mandt	انضمّت
mandru	أنضر
mandrapa	اندرباى
mandos	أندس
mandor	أنضر
mandolyn	داندلين
mandim	انضم
mandey	اندي
mandés	أندس
mandem	انضم
mandel	أندل
mandelay	ماندلاي
mandeans	صاندانس
mandayas	اندرياس
mandawuy	النداوي
mandawar	لانداور
mandaram	النضارة
mandanis	صاندانس
mandalam	ماندالا
mandai	أندا
manchu	انهُ
manchala	انهالوا
mancanha	أسنانها
mancak	أنَّك
manboy	انبي
månbas	نباص
manbai	‏أنبا‏
manazuru	أَنْظُرُ
manaw	أنتاو
manawt	أنات
manawi	أَوِ
mānawa	ناوا
manawatū	سَنَوات
manawatu	جَنَّاتُ
manawaka	هاناوكا
manava	أنَّا
manaus	اناس
manatí	أنات
manasulu	ماناسلو
manass	اناس
manassas	ماناساس
manase	اناس
manasbal	ناصربال
manarí	انار
manard	أَرض
manann	أناً
manannan	أنساناً
mananaan	أنساناً
manami	نامی
maname	أنام
manalo	أنال
manali	آَلِ
manaki	أنكِ
manair	انار
manaia	أنَّا
manaf	انضاف
manaem	أنام
manad	أنجاد
manach	أنَه
manabu	أناب
manabo	أناب
manabí	أناب
manabi	أناب
manabe	أناب
mamut	يَمُت
mamusha	المُنشأ
mamurian	المُران
mamtir	امیر
mamterat	المترات
mamre	امرئٍ
mampar	أمَّر
mamozy	امزي
mamoru	أمرُ
mamora	أمرَ
mamoni	أمنِ
mamola	املأ
mammut	أممت
mammea	اممى
mammad	اممى
mamlûk	أملك
mamistra	أمستراد
mamish	أمسح
mamils	أملس
mamilian	حامِلاً
mamia	أهمیة
mameta	امتى
mamestra	أمستراد
mamery	امري
mameli	أملِ
mameha	امها
mameda	امضى
mamean	امان
mamduh	أمُّه
mambro	آمبر
mambre	آمبر
mambilla	المبللة
mambazha	المباحة
mambai	أمبا
mamaysky	جامايكي
mamaw	أمجاو
mamawi	أَوِ
mamau	عاماُ
mamate	امات
mamasani	أيماسان
mamari	مَرِّ
mamanuca	آمَنُوا
mamankam	أيمانكم
mamangam	المانگا
mamaku	أماك
mamakuna	أَكُونَ
mamajuda	الماجدة
mamain	ماإن
mamaia	أمَة
mamaea	أمَة
mamadi	ماضی
malyshev	اليشوڤ
malyon	الين
malyne	الئ
malyj	الويج
malyi	الحيِّ
malwai	ألوا
malvin	ألِن
malvinas	الإنقاص
malvathu	الفَتْحُ
maluti	التی
maluta	آلتا
malusare	الأُسَر
malumian	المیزان
malukans	المكانس
maluan	الاّن
maltz	بالتز
malton	ألتن
maltinus	التنفُّس
malthe	الذ
maltes	التس
malsor	السرّ
malsed	السد
malsch	الش
malpas	الأسّ
malpan	الاّن
maloye	الئ
malotira	الطِّراز
malota	آلتا
malory	الريّ
malony	الني
malona	النى
maloja	الجى
maloba	البا
malnik	النك
malnes	النّص
malnatis	الناتِج
malmstén	المسرطن
malmsten	المسرطن
malmön	المن
malmi	الدمِّ
malmfält	المسفلت
malmasín	المحاسن
malmains	المانسا
mallu	اللّهُ
mallus	اللص
mallum	اللم
mallt	الزلط
mallrats	اللاتكس
malloy	اللي
mallos	اللص
mallmann	للمانان
malli	الحلِّ
mallis	للإس
mallison	اللِّسان
malligai	اللغةِ
mallians	القلانس
malley	اللي
mallem	اللم
mallek	اللك
malled	اللد
mallebar	الملبار
mallea	اللا
mallants	أطلانتس
mallalie	اللآلئ
malkiyya	الإيجية
malkin	ألِن
malkinia	الدینیة
malkhuto	الخُطة
malkhish	الخشف
malkai	ألكا
maljen	ألجن
malissa	الإساسية
malise	الإس
malir	الإصر
maliq	بالِق
maliqati	القواتِ
malion	ألِن
malino	ألِن
maling	ألِن
maline	ألِن
malili	الإل
malikum	قَبْلِكُمْ
malikiya	الإسكية
malikh	ألخ
maliina	الإِنسان
maligny	الإغنية
maligaya	الغاية
maligawa	الإتاوة
malies	الإس
malien	ألِن
malieh	الیه
malich	الیه
malia	الیاس
maliani	الإيمانِ
malhuret	الحُرّثْ
malhotra	البحترى
malhoa	الها
malhi	الحِس
malher	الحر
malhacan	ألحاناً
malgudi	الغُددِ
malgrat	الغارات
malga	الگاف
malgas	الأسّ
malgassa	الأسسات
malgaret	الغارت
malfoy	ألفي
malfew	الفو
malfante	الفانتا
maleza	الزى
malezair	الظاهِر
malets	التس
maleth	الذ
maleta	آلتا
malert	ألرت
malèna	النى
malema	ألما
maleka	ألكا
malei	مجالِ
maleatas	الاتاسي
malean	الاّن
maldon	ألدن
maldita	الحدیثة
malden	ألدن
malchira	الحِرَف
malcam	الأمّ
malbon	البن
malbok	ألبك
malbis	الإس
malbim	الإم
malbek	ألبك
ma-lay	الأي
malaysia	الأسِرّة
malayo	الأي
malaybalay	الأميرالاي
malaxa	ألَّا
maláwi	مالو
malaviya	الأِيَّل
malavath	الآزاذ
malavasi	النَّاسِ
malaun	الاّن
malaunay	الاناني
malattia	الاتمتة
malasarn	السارين
malaphar	الأغار
malapa	ألَّا
malapane	الاسپان
malament	الاسمنت
malamatina	التزاماتنا
malake	ألاك
málaka	لاكا
malaj	الحاج
malaisia	الأسِرّة
malaikah	الإكراه
malahias	الاحناس
malagash	لاغاش
malagari	الدَّارِ
malaea	ألَّا
maladers	الأضراس
malaca	ألَّا
malacara	الأسارى
malabo	الاب
malabang	ألقاباً
makyne	اكين
makuwa	أكوة
makusha	اكتُشفَ
makuna	كُنَّ
makum	لَّكُمْ
makuma	أُمَّ
maktum	اكتم
maktub	كتُب
maktak	أتاك
makri	أخری
makris	أكرس
makrai	كرةِ
makota	أكتا
maklin	ألِن
makley	اكلي
makky	أكاكي
makka	أكسكى
makkal	أكال
makiya	أكيا
makita	أكتا
makira	أكرة
makins	أكنس
makindye	الكِندي
makhon	آخن
makhno	آخن
makhlouf	يَخلُف
makhav	اخى
makhavat	أخرىات
makharīq	الخارق
makhanji	أخوانِ
makhai	اخى
makfax	أكفأ
makfalva	الكفالة
makely	اكلي
makela	آكلة
makeda	أكدا
makeba	أكبا
makber	أکبر
makaza	كازا
makat	أكانت
makatura	كَثُرَ
makassar	اكسسوار
makassan	أكياساً
makarska	أكاساكا
makaro	أكار
makari	أكار
makarian	أفكاراً
makarand	أفكاراً
mākaraka	كاراكاس
makaraka	كاراكاس
makanja	الخانجى
makani	کانی
makane	اكان
makamlar	أكامارو
makalu	أكال
makali	آَلِ
makale	أكال
makak	أكاكي
makah	اكراه
makahs	اخص
makadara	أَدْبَرَ
makabi	أكاب
makabe	أكاب
máj	مج
majza	أجازة
majusiya	أُسْرِيَ
majur	أجُري
majura	اجرة
majumdar	الجمدار
majuma	أُمَّ
majuli	أجلِّ
majorand	الجراند
majoli	أجلِّ
majola	آجلة
majmu	أجملُ
majmudar	المُدار
majlinda	الجلندى
majles	أجلس
majira	اجرة
majid	يَجِدْ
majidyar	الجِدار
majhor	أجهر
majhi	وَجْهِ
majha	أوجهة
majestyk	ماجستيك
majena	أجنة
majazi	أجاز
majano	أجان
majang	أجان
majangir	جهانگیر
majandra	راجندرا
majali	آَلِ
majak	أجابك
majah	الجاح
majahual	ماجادها
maiwar	أوار
maiuma	أُمَّ
maïtra	أترا
maitra	أترا
maitraka	أتراكية
maitland	أرتلاند
maithy	اذي
maitan	أتان
maital	أتال
maissa	أسسا
maisland	إيسلاند
maisha	اصحى
maisel	آیسل
maisan	اسان
mairzy	أرزي
maira	دایرة
mairal	آرال
maioha	أیها
mainza	أنزا
mainta	إنتا
mainey	اِنّي
maincy	اِنّي
mainbahn	الإنباه
maina	فَإنَّ
mainas	إناس
maima	آریما
maiman	امان
mailly	إللي
mailla	إللا
mailag	اِلى
maikan	اكان
maikal	أكال
maihi	آلِهِ
maihar	أیها
maihara	الإشـارة
maigny	اِنّي
maidh	هایده
maidanak	الإدانة
maiato	آیات
maias	الیاس
maian	أیضاً
maiani	أَنِ
maianbar	الأنبار
maiana	أَنا
maiami	أَمِ
mahwit	أحوط
mahuza	أحظى
mahur	الحُر
mahurat	الحُرَّث
mahud	أُحُدٍ
mahudi	أحدِ
mahubah	الشُّبَه
mahuad	احاد
mahta	كاهتا
mahşer	ماهر
mahru	الحرُّ
mahrt	ظَهرت
mahri	أثرِ
mahrez	احرز
mahratta	أحاطتها
maḥram	آرام
mahrai	أحرى
mahoza	أحظى
mahorn	أهرن
maholm	احلم
mahoba	أحبَّ
mahne	أهنئ
mahmut	أهمُّ
mahmud	احمد
mahmou	أهمُّ
mahmed	احمد
mahmād	احمد
mahlmann	الحلمان
mahlke	أحلك
mahlia	احلا
mahlau	أهلُ
mahkahta	أحكامها
mahjur	احجر
mahir	آخِر
mahirwan	شیروان
mahiru	حِرُ
mahindra	ماهندرا
mahina	احنا
mahia	ناحیة
mahiat	آیات
mahha	أهمهـا
mahfuz	احفظ
mahesh	أحسه
mahers	احرص
mahern	أهرن
mahendra	ماهندرا
mahela	احلا
mahd-i	أحدِ
mahdis	أحدِ
mahdia	أحدَ
mahayara	غَيَّرَ
mahaud	احاد
mahatz	اهتز
mahato	آهات
mahathir	أَنْذِرْ
mahatama	احترامًا
mahas	احماس
mahasz	آحاز
mahasyia	أهناسيا
mahasaya	الأساية
mahasangha	ماهاجانغا
maharshi	آثارهِ
maharbal	الهاربة
maharaji	الحارةج
maharajá	الحارةج
ma-han	اهان
mahano	اهان
mahannah	آذاننا
mahane	اهان
maham	اقحام
mahamoha	اتهامها
mahamid	فَحَمِدَ
mahamaya	هارمايا
mahamasina	ماهاماسينا
mahamane	أحكاماً
mahalo	احال
mahalona	أحوالنا
mahall	احال
mahale	احال
mahalala	الهلالى
mahaju	أهاج
mahajani	الحاجةِ
mahai	ساحةِ
mahafaly	احتفالي
mahadana	الادانة
mahabad	تازه‌آباد
mahaanta	وَأَنْتَ
magwa	أغوى
magway	أواي
magura	آگرا
magumi	أُمِّ
magsat	أسأت
magrid	أرید
magraw	آراو
magrat	أراط
magny	أغني
magnat	أنات
magnan	أناً
maglin	ألِن
magliana	الإبانة
maglayan	الاعيان
maglan	الاّن
magistrala	الإسترالية
magida	أیضا
maghribi	الغربِ
maghavat	آغاوات
maghareh	ناغاره
magdhaba	الغابا
magda	أغدا
magaya	گايا
magaram	الغارام
magan	أغانٍ
maganda	أرغاندا
magam	أغام
magami	أَمِ
magama	أَما
magali	آَلِ
magadha	أغراضها
magadan	ماغادان
mafuna	أفنى
maftet	أفتت
mafsw	منافس
mafkat	آفاتٍ
maffra	ففرا
mafdet	افضت
mafatih	المفاتیح
mafate	آفاتٍ
maesta	أستا
maesmawr	السماور
maesland	فاسلاند
maertz	آرتز
maerth	أرث
maersk	أرسك
maerdy	ارضي
maenza	أنزا
maenam	أنام
maelyn	الين
mæland	لاند
maeght	أغت
madye	أدفئ
madusan	الدُسمان
madur	اضطُر
maduna	أضنة
madum	تَضُمّ
madrot	أضرت
madriz	أدرِ
madriu	أدرِ
madrin	أدرِ
madona	أضنة
madoba	أدبى
madmac	أدما
madlib	ادلب
madley	أدلي
madlax	أدلى
madkin	أدكن
madith	أدته
madira	أدرى
madin	الدین
madinina	الدینیة
madiha	أیها
madian	آدان
madiam	أیام
madhva	اضحى
madhur	اضهر
madhom	أدهم
madhok	أضحك
madhia	اضحى
madhav	اضحى
madfun	ادفن
madery	ادري
maděra	أدرى
madela	أدلى
madeba	أدبى
maddly	ددلي
maddat	أدات
madcat	أدات
madawela	الدَولة
madau	عادةُ
madano	آدان
madani	أَنِ
madang	آدان
madalena	أدائنا
madakari	الدَّارِ
madain	آدان
madadi	أداد
madadian	آدامیان
madacy	اداي
mactar	أطار
mactan	أتان
macray	اراي
macras	أراس
macnas	اناس
macnab	أناب
macmaras	ساماراس
maclyn	الين
maclin	ألِن
macleayana	موجالايانا
maclay	الأي
maclaury	الأُسري
maclagan	الأغان
mackmyra	الكميرا
mackay	أكاي
mackaman	أحكاماً
mackal	أكال
machna	احنا
machnamh	أغنامه
machat	آهات
machan	اهان
macfarland	ماكفارلاند
macaya	أَيَّ
macatawa	الأتاوة
macara	اَرا
macaby	أَبي
mabury	أبري
mabuni	ابنِ
mabton	أبطن
mabruk	ابرك
mabrey	أبري
mabley	آبلي
mabini	ابنِ
mabile	أبـِّـل
mabeyn	أبين
mabena	ابنةً
mabela	أبلة
mabase	أباس
mabane	أبّان
mabahith	البَحث
mabaheth	البَحث
maaza	أجازة
maayan	آيان
maati	يَأْتِ
maata	أماتا
maass	أَسّستْ
maasstraat	الاستراحات
maasland	فاسلاند
maaskant	الاسكان
maasar	أسأر
maasam	أسام
maartman	هارتمان
maarn	الارن
maari	نَارِ
maanga	أَنا
maamun	أأمن
maamarot	الامارت
maalla	اللا
maalai	آَلِ
maalah	الآه
maalaala	الازالة
maâkal	أكال
maajh	أواجه
maailmas	الألماس
maadi	أَرْضِ
lyulph	يُلح
lyuba	يُباع
lyuban	يبان
lysyj	ليسيج
lyster	يسطر
lysistrata	ليسيستراتا
lysets	يسطس
lyseon	لئن
lysandra	دياندرا
lysander	ليساندر
lysak	بيساك
lyr	ير
lyrika	يركا
lyraka	راكا
lyraes	يرأس
lyn	ين
lynzi	ينظِّم
lynval	ينال
lynsey	ينسي
lynsay	ينسي
lynnot	لينت
lynna	يمننا
lynher	ينحر
lyndes	يندس
lyndby	ندبي
lyncus	ينُص
lynchi	ينهِ
lynas	ميناس
lynah	يناهض
lynagh	ياغ
lym	يم
lymari	مَرِّ
lylye	يلجئ
lylei	لنيلِ
lylat	سيلات
lylah	يلقاه
lykins	يكنس
lykens	يكنس
lykaon	يكان
lykam	ويكام
lyhne	يهنئ
lyham	ايهام
lygra	يغرى
lygna	يغنى
lyford	يفرض
lyffland	ويفلاند
lydell	يضلل
lydda	يحددا
lydanwyn	ميدانين
lycaon	ليان
lybyer	بئرٌ
lybska	بسكة
lya	‏يا
lyá	ليّ
lyari	يَرِس
lyall	يالله
lwt	وط
l-wafa	لافى
lvi	لِـ
luwata	واتى
lutyen	تئن
lutry	قُطري
lutman	تمان
lutana	تانة
lutah	تُتاح
lusth	مُسطح
lusman	صمان
luskan	سكّان
lusitans	مُستأنس
lüshun	شُن
lushun	شُن
lusha	عُشًّا
lushan	شأنٌ
lusaka	صاكة
lurye	قُرئ
lurya	حُرية
lursa	فُرصة
lurma	تُرمى
luras	فُرَص
luó	لُ
lunta	كُنتَ
lunsar	نصار
lunji	لُجِّيٍّ
