zita	زیتا
nysdam	صدام
nyrstar	ويراستار
nyngan	نگان
nyman	ايمان
nymans	مانس
nymann	مانن
nyland	لاند
nylandia	هلاندیا
nykhas	خاصّ
nyishi	ایشی
nyingi	اینگی
nyima	義満
nyhan	كيهان
nygard	گَرد
nyeri	بئری
nyere	نائر
nyepi	ئی‌پی
nyeni	یئنی
nyeland	قائل‌اند
nydahl	داهل
nyaung	يانگ
nyati	يَأْتِ
nyassi	اس‌سی
nyasas	اساس‌
nyanza	انزا
nyanja	ﺁﻧﺠﺎ
nyanibah	آنیباله
nyanga	انگا
nyamu	يَوْمُ
nyamgiri	وامگیری
nyambi	امبی
nyalam	الام
nyakwana	آکوانتا
nyagra	آگرا
nyabwa	ابوا
nwi	وی
nwapa	موآپا
nwaolisa	والی‌سرا
nwagi	واگهی
nwafor	وافر
nvy	ني
nüzhen	震
nuwar	تُوَر
nuwara	وارا
nuwan	جُوان
nüwang	وانگ
nuwali	والی
nutrimat	تحریمات
nutkin	تکین
nutini	تینی
nutana	تانا
ñusta	کُستا
nusra	يُسْرًا
nusrat	صراط
nushu	武术
nushki	شکی
nushi	کُشی
nusayr	ساير
nusaybin	صائبین
nusair	سایر
nurzai	رزای
nursi	کُرسی
nurki	تُرکی
nuristan	تریستان
nuria	کُریا
nurhan	رهان
nuran	اُران
nurali	رالی
nurabad	بُرناباد
nuprin	پرین
nupani	پانی
nunuk	تُنُک
nuniaq	نیاق
nundal	ندال
nunasi	ناسی
nunali	نالی
nunaa	كُنَّا
numid	اُمیـد
numidica	نومیدیا
numida	میدا
numidans	می‌دانست
numata	ماتا
numark	مارک
numan	عُمّان
numantia	مانتنیا
numans	مانس
numann	مانن
numaga	ماگا
nulman	لمان
nuling	لینگ
nuland	لاند
nukumaru	کُمَرُم
nukina	کینا
nukhim	خیم
nukata	کاتا
nukari	كاری
nukaga	کاگا
nuilin	ایلین
nuhmah	حماه
nuhaka	هاکا
nuhaas	هااس
nufayl	فايل
nufarm	فارم
nudizi	دیزی
nuding	دینگ
nubira	بیرا
nubata	باتا
nuaimi	اِمی
nuadhain	مادهاین
núadat	ادات
nuadat	ادات
nuabar	ابَر
ntwane	توان
ntombi	تمبی
ntn	ﺗﻦ
n'tin	نعلین
ntambo	تامب
ntagali	تاگالوگی
nsundi	سندی
nstars	طارس
n-slit	سلیت
nsenga	سنگى
nsawam	اوام
nrw	رو‏
nrm	ℛℳ
nrisimha	فریسی‌ها
nrg	رگ
n-path	پاته
nparks	ارکس
nozawa	زاوا
nozama	زاما
nozaki	زاکی
noyesi	نئی
nowlin	ولین
nowlan	ولان
nowitz	ویتز
nowish	ویسه
nowinski	وینوسکی
nowari	واری
nowaki	واکی
noviji	نیجی
notzar	تزار
notsri	تسری
notrim	تریم
notkin	تکین
notini	تینی
notifi	طیفی
nothia	تهیة
notari	تَری
nostrand	گستراند
nostiz	ستیز
nossis	سسیس
nossi	조씨
nosrat	صراط
noshki	شکی
noshir	شِر
noshaq	شاق
noshan	شان
nosdam	صدام
nosawa	ساوا
nosaki	ساکی
nosaka	ساکا
nosair	سایر
norzin	رزین
norzim	رزیم
norwin	روین
norwid	روید
noruzi	رُزی
nortin	رتین
norritch	ریریچ
norra	نوررا
normania	کرمانیا
normah	رماه
norkin	رکین
noritz	ریتز
noritani	بریتانی
norina	رینا
norika	ریکا
norham	رهام
nordstan	زردستان
nordri	ردری
nordmark	ریدمارک
nordli	ردلی
nordling	نردلینگ
nordin	ردین
nordik	ردیک
nordan	ردان
norbit	ربیت
norathar	درآثار
noraim	رایم
norada	رادا
nopala	پالا
nonsan	نسان
nonini	نینی
nonima	نیما
nonant	نانت
nonami	نامی
nonaka	ناکا
nomish	میش
nomini	مینی
nominado	نمی‌نامد
nomark	مارک
nomans	مانس
nomani	مَنِ
nomaki	ماکی
nomada	مادا
nolita	لیتا
nolini	لینی
nolans	لانس
noland	لاند
nolandia	هلاندیا
nolana	لانا
nolain	لاین
nokuti	کُتی
nøklan	کلان
nokian	کیان
nojiri	جِری
nojima	جیما
noirin	ایرین
nohria	هریا
nohkan	هکان
nohant	هانت
nohain	هاین
noghri	گهری
nogari	گَری
nogara	گارا
nogami	گامی
nogamain	گامایون
nogait	گایت
nogais	گایس
nofima	فیما
nobunari	بُندارِ
noblin	بلین
nobla	نبولا
noblat	بلات
nobita	بی‌تا
nobina	بینا
nobiin	بِین
noatia	آتیا
noatak	آتاک
noalmark	هالمارک
noakhali	اخلالی
noaimi	اِمی
nlp	لپ
nlb	لب
nkwusm	کوسم
nkwaanga	کامانگا
nkusi	کُرسی
nkundo	کُند
nkunda	کندا
nkumbi	کُبی
nkuhlu	كُلُّ
nkr	کر
nkoranza	کارانزا
nkonda	کندا
nkishu	کیسۀ
nkhosi	خسی
nketia	کتیا
nkayi	کائی
nkaya	كَيْفَ
nkambé	کامب
nkabinde	کابیندا
njunis	جنیس
njuli	منجلی
njt	جت
njinga	اینگا
njilah	جیله
njiiri	ییری
njeri	سنجری
njenga	جنگا
nizwa	ایزوای
nizizi	زیزی
nizir	ایزی‌رک
nizip	جی‌زیپ
nizhni	یهنی
nizan	یقظان
nizamani	زایمانی
niyazi	یازی
niyati	یاتی
niyama	یاما
niwase	یواس
niwasaka	وایساکا
niwano	یوآن
nivati	یاتی
nivara	یارا
nivala	ایالا
nivaga	یاگا
niutachi	ایتاچی
nitzya	ایتزا
nitzberg	پیتزبرگ
nitzan	ایتان
nitzanim	تیتانیم
nityakaran	پایتاکاران
nittis	تتیس
nittai	تتای
nitsch	ایچ
nitsa	اینتسا
nitra	هیترا
nitram	ترام
nitnit	اینیت
nitin	لیتین
nitinat	دی‌تیونات
nithya	إذا
nithi	ریثی
nithing	لیچینگ
nithina	بیثینیا
nitchō	ایچ
nitanshi	تکانشی
nistru	ایستر
nistor	ایستر
nister	ایستر
nissin	ایسین
nissim	이씨
nissia	سسیا
nisshi	ایشی
nissei	이씨
nissan	ایسان
nisnas	یناس
niski	ویسکی
nisiyama	ایسایاما
nisir	یسیار
nisil	ایسدیل
nisien	ایسین
nisia	میسیا
nishio	ایشی
nishioka	ایشیوکا
nishiōji	یوشیجی
nishimatsu	یوشیماتسو
nishijin	شینجین
nishat	شات
nishad	شاد
nishaada	شارادا
nisean	ایسان
nischa	ایشا
nisbis	ایبیس
nisatha	تیساگت‌ها
nisard	سارد
nisanu	ایسان
nisaean	یسائیان
nisaa	ایسایا
nirvan	ایران‏
nirta	ایرتاو
nirmal	رمال
nirmalya	یورمالا
nirit	پیریت
nirifa	ایریا
nirgal	رگال
nirgad	ایراد
nirban	ربان
nirartha	زیارت‌ها
nirankar	روانکار
niram	پیرام
nirala	ایالا
nirah	ایرانه
nipuna	ایپنا
nipkow	ایپکو
nipisiki	بی‌پی‌سی‌ای
niphad	ایحاد
nipata	پاتا
nipani	پانی
nioman	یمان
niolamia	ایلامیها
ninyas	یناس
ninuwa	نُوا
nintul	ینتل
ninten	اینتن
ninsun	ینسن
ninsei	ینسی
ninowski	وینوسکی
ninora	این‌را
ninni	اینونی
ninnis	ینیس
ninnian	یونانیان
ninna	بیننا
ninmah	اینما
ninki	لینکِ
ninigi	نیگی
ningxi	اینگی
ningwu	اینگو
ningqi	اینگی
ninglang	مین‌گانگ
ninghe	ینگه
ninghan	ویونگهان
ninfa	نینفا
nindl	بیندل
ninase	یناس
ninah	اینراه
ninad	میناد
nimshi	مشی
nimrs	ایمپرس
nimrim	مریم
nimra	یومرا
nimla	ایملدا
nimit	اِمِت
nimier	یمیر
nimham	مهام
nimhad	مهاد
nimeir	یمیر
nimda	ایملدا
nimba	هیمبا
nimat	سِمَت
nimane	یمان
nimal	إعمال
nimadi	مادّی
nilski	لسکی
nilshi	ایشی
nilli	ایل‌گلی
nilla	ویللا
nilija	ایلیا
niligiri	آلیگیری
nilgiris	نیلگیری
nilga	ایلگاز
nilaus	ایلاس
nilaja	إلاَّ
niladari	یادگاری
nilab	نیلاب
nikudari	نیکداری
niksić	ایکسی
niksic	ایکسی
nikmat	ایکات
nikmaq	ایماق
nikka	ایکس‌کا
nikkan	یکان
nikkai	یکای
nikiwe	ای‌کیو
nikitino	نیکیتین
nikitina	نیکیتین
nikitich	نیکیچ
nikishka	یکی‌شان
nikil	ایکویل
nikia	ای‌کی‌اس
nikhat	خات
nikander	ویکاندر
nikam	بیکام
níkaia	کایا
nij	ایج
nijst	می‌جست
nijmat	ایژما
nijman	یمان
nijiya	ایژیا
nijaga	یاگا
niiza	ایبیزا
niitsu	ییتس
niikawa	ایشیکاوا
nii-jima	نی‌ایجیما
niijimaa	نی‌ایجیما
niihau	یی‌ها
nihonbashi	نیهونباشی
nihira	هیرا
nihill	هیلل
nihili	هیلی
nihaya	حَيًّا
nihat	نیهات
nīhara	هارا
nihang	هانگ
nihalani	دی‌ال‌ان‌ای
nigrin	گرین
nigma	یغما
nigir	پیگیر
nightman	گشتمان
nighr	ایغور
nighantu	نیرغات
nighaban	غیاباً
niggs	ریگگس
nigasa	گاسا
nigar	بیگار
nigam	اینگام
nigama	گاما
nifti	فیفتی
nifas	ای‌اف‌اس
nieman	یمان
nielsa	ایلسا
niedrigh	بی‌دریغ
nieder	نیدر
niebling	آیبلینگ
nidri	ایدرین
nidons	ایدنس
nidito	ایدیت
nidingr	هایدینگر
nidia	نیدیا
nidhis	ایدهی
nidha	یادها
nidhad	دهاد
niðhad	ایحاد
nidda	یددار
nidai	ایتدای
nidaa	یدایا
niclas	ایلاس
nickum	یکُم
nickan	یکان
nichita	ویچیتا
nichinan	چینان
nichiki	هیچ‌یکی
nichikan	چیکان
nichia	یحیا
niçard	یارد
nibia	ویبیا
nibert	ایبرت
nibali	بَلِ
niathal	بیاچال
niass	کیاسس
niassa	یاسا
niamh	یادمه
niambi	امبی
niagaras	نیاگارا
niadem	یادم
n'heim	نعیم
nharre	هارر
nhande	هاند
ngwena	گونا
ngwedi	گودی
ngwato	گوات
ngwane	گوان
ngu	古
ngṳ	نگ
nguru	ਗੁਰੂ
ngurai	گرای
ngunis	گنیس
nguini	گینی
ngqura	قُرا
ngqawana	گقاوانک
ngonis	گنیس
ngondi	گندی
ngodwana	گندوانا
ngiwal	ایوال
ngishu	گیش
ngina	گینزا
ngilgi	گیگی
ngidi	گِردِ
ngiall	نیال
nghia	غایة
ngengi	گنگی
ngendi	گندی
ngchesar	گچسار
ngbaka	باکا
ngawanag	گاوازنگ
ngatea	گاتا
ngassa	گاسا
ngarta	آرتا
ngarla	ارلا
nganzi	انزی
nganya	گانا
ngalam	الام
ngaka	گاوکا
ngajat	گاجا
ngaire	گایر
ngaij	گامیج
ngaew	گائو
ngael	نائل
ngabráin	ناب‌ترین
ngaben	گابن
nfg	فگ
nezara	زارا
nezami	زآمی
nezaks	زاکس
newsam	وسام
newpark	ژئوپارک
newnsham	رونشام
newnam	ونام
newlin	ولین
newlan	ولان
newitz	ویتز
newing	وینگ
newhan	وهان
newbald	تئوبالد
newash	واسه
newars	وآرس
newark	وارک
newari	واری
newara	وارا
newald	والد
nev	և
netzarim	تزاریسم
netham	تهام
netarhat	مطارحات
netaji	تاجِ
nesuhi	سُهی
nessar	سسار
nesimi	سیمی
nesima	سیما
nesika	سیکا
nesiat	سیات
neshka	شکا
neshid	سهید
neshat	شات
nesham	سهام
nesbit	سبیت
nesari	سَرِ
nerwin	روین
nershi	رشی
nermin	رمین
nerman	رمان
nermal	رمال
neristan	تریستان
nerin	վերին
nering	رینگ
nerina	رینا
nerima	ریما
nerii	هنری‌ای
nerida	ریدا
neriah	ریاح
nergal	رگال
nerang	رانگ
neraka	راکا
nepata	پاتا
nepala	پالا
nepair	پایر
nenjiang	جنجیانگ
nenita	نیتا
nengw	ننگون
nengah	نگاه
nenana	نانا
nenagh	ناگه
nemtin	متین
nemra	ἡμέρα
nemita	میتا
nemiri	میری
nemiga	میگا
nemea	ἡμέρα
nemask	ماسک
nemaha	ماها
nemadi	مادّی
nelsan	لسان
nelisa	لیسا
nelipa	لیپا
neligh	لیغ
nélida	لیدا
nelida	لیدا
nelia	نیلیا
nelani	لانی
nektar	کتار
nekrit	کریت
nekimi	کیمی
nejran	جران
nejaki	ژاکی
neishi	ایشی
neirin	ایرین
neiman	یمان
neilia	ایلیا
neilan	یلان
nei-ji	نیجی
neijiang	ژی‌جیانگ
neigal	ایگال
neiditch	ویدیچ
nehrling	هورلینگ
nehmad	حماد
néhama	هاما
nehama	هاما
negris	گریس
negrin	گرین
negril	گریل
negrar	گرار
neglia	گلیا
negast	گاست
negash	گاش
négala	گالا
negahban	نگاهبان
nednhi	دنهی
nednai	دنای
nedbal	دبال
nedakh	داخ
nebraska	نبراسکا
nebkha	بک‌ها
nebish	بیش
nebari	باری
nebaba	بابا
neanis	انیس
neamin	أمین
neaman	امان
neaira	آیرا
neahwa	اهوا
ndzuwani	زُروانی
nduna	دُونَ
ndjili	جیلی
ndjai	دژهای
ndiza	دیزان
ndedi	دئدی
ndc	ند
ndaye	دائی
ndaret	دارت
ndaitwah	دایتونا
ncwala	والّا
nch	χ
nchanga	چانگان
nb6	ب۶
nb5	ب۵
n.a	نـَ
n'a	عا
naz	از
nazzal	أزال
nazur	گازُر
nazumi	اُمِ
nazranis	آران‌ای‌اس
nazit	ازلیت
nazino	آزین
nazih	ازلیه
nazgûl	ازگل
nazgul	ازگل
nazeri	آزری
nazas	آلزاس
nazaro	آزار
nazarí	آزار
nazaré	آزار
nazare	آزار
nazarena	ازارنکا
nazará	آزار
nayyer	آئر
nayuma	اُما
nayriz	اریز
nayral	ارال
nayna	بَيْنَ
nayler	آئر
nayla	ايلات
nayim	آئیم
nayil	آئـیــل
nayfeh	آئه
nayef	نائف
nayden	ﺍﻳﻦ
nayaur	نَارٍ
nayatt	آيات
nayan	ايمان
nayaga	آيَةً
nawyecka	اوئسکا
nawuri	اوری
nawton	اوتن
nawruz	اورز
nawroz	اورز
naway	اوايل
nawame	اوام
nawaj	اوراژ
nawagarh	اوگارته
nawagai	اوتاگامی
nawaf	اوصاف
nawabi	وآبی
nawabari	وآبیاری
navsky	اسكي
navratri	کاراتری
navras	اراس
navnan	ان‌ان
navlakhi	الداخی
navkar	آکار
navistar	پایستار
navish	آیش
naviny	اِنّي
navina	آینة
navidi	آیدی
navibank	مایبانک
navayana	أَيَّانَ
navatina	أَذِنَ
navami	أَمِ
nautla	اتلا
nauti	اُفتِ
nautin	اتین
naushika	یاشیکا
nauset	اُست
nauru	اُرُر
nauman	امان
naulan	الآن
naulakha	الأخاء
naulahka	الأحکام
naujan	آژان
nauhar	آهار
nauert	اُرت
naubakht	اباختر
natzrat	انتظارات
natyam	ايام
natvia	آتیا
natvar	اتار
naturi	اتری
naturama	احتراما
naturais	استرایس
natung	تُنگ
natuna	آتنا
natuna	آتنا
nattie	آتتی
natta	اترتا
nattai	تتای
natsir	آسیر
natraj	اراج
natorp	اترپ
natori	اتری
natomi	اتمی
natoma	آتما
natoli	آتلی
natola	اتلا
natmaw	آتما
natiso	اتیس
natica	آتیا
natib	کاتیب
nathrakh	چراکه
nathorst	اثریست
nathi	اثیر
nathinal	اچ‌ای‌ال
nathibai	اثباتی
nathen	اذن
nathan	طحان
nathalie	اچ‌ال‌ای
nathalia	ذالیاب
natewa	اتوا
natesa	آتسا
nateni	آتنی
nateli	آتلی
natech	اچ
natchios	اچ‌بیس
natbag	اطبا
natation	آستاتین
natascha	ناتاشا
nataro	اتار
nataraja	وَتَرَى
natano	آتان
natami	اتمی
nataly	آتال
nataloin	کاتالین
natallia	آتالایا
natalí	آتال
nataliya	أَلِيمًا
natalija	آتالایا
natale	آتال
natakhtari	ناساختاری
naswa	اکسوا
nasuas	اساس‌
nastya	آسيا
nastro	آستر
nastos	استس
nastol	آستل
nastja	استا
nastar	اتار
nassif	اس‌سی
nasrudin	ناصردین
nasredin	ناصردین
nasraya	استراليا
nasoya	آسيا
nasoni	اسنی
näsman	سمان
naslic	آصلی
nasite	آسیت
nasiriya	اسپیریا
nasirdin	ناصردین
nasir-al	اسپیرال
nasional	اسپینال
nasioi	آسیی
nasinu	آسین
nasif	باسیف
nasier	آسیر
nasidius	آلسیدیس
nasica	اسیا
nasibu	آسیب
nashwauk	اشوانک
nashwack	اشوانک
nashwaak	اشوانک
nashua	اس‌ها
nashs	آدشس
nashotah	اشتباه
nashom	اشم
nasher	آشر
nashaway	آشیاوآ
naseri	آسری
naseli	آصلی
naseby	اسبي
nasdaq	صداق
nascar	آسار
nasaw	کاساو
nasat	اسباط
nasare	آسار
nasareth	اسارتش
nasad	استاد
nasadiya	استادیا
når	نر
naryn	آفرين
narym	داريم
narye	آرائ
naryad	اراد
narwaf	روآف
narvin	ارین
narvik	آریک
narvia	اریا
narval	ارال
narumi	رُمی
narula	ارلا
narukawa	آراکاوا
narukara	اریکارا
narud	اُرُد
narsoⁿ	نارس
narsinga	مارینگا
narsimhi	ارسی‌های
narshe	آرش
narsēh	آرش
narseh	آرش
narsaq	ارسا
narran	اران
narowski	اتروسکی
naroth	ارطه
narora	اررا
naropa	آرپا
narong	آرنگ
narona	آرنا
naromi	ارمی
naroli	ارلی
narmer	آرمر
narlow	آرلو
narlon	ارلن
narlikar	آلیکسار
narkunda	آرکنادا
narkiss	نارکیسوس
nariva	اریا
narisara	اورسارا
narinder	گاریندر
nariko	آریک
narikala	تریکالا
nargun	ارگن
narges	آرگس
narga	کارگا
narewka	آرائوکا
naresh	آرش
nareng	آرنگ
narendra	نارندرا
nardwuar	آردوارک
nardon	اردن
nardol	اردل
narch	آرچ
narcan	اران
narcanti	گارانتی
narbut	اربط
narbôn	اربن
narberth	آربروث
naray	آرايه
naraynan	اسرانان
narayan	ايرانيان
narayama	مَرْيَمَ
narasu	اراس
narasingha	کاراسین‌های
narashansi	روانشانسی
narasara	اورسارا
narasaki	آکاساکی
naranari	آب‌اناری
naralien	اورالین
naraku	اراك
narahari	راهداری
nārada	رادا
naradas	بارباداس
narab	ارعاب
naquin	آقین
naqsis	آسیس
naqshi	قصه‌ی
naqra	القرا
naqdi	واقدی
naqavi	آقای
napton	آپتن
napioa	آپیا
napindan	آیندگان
nāpili	پیلی
naphthyl	ناپذير
naphta	اپ‌ها
naphtali	احتمالی
napat	آمپات
naparima	پاری‌مان
napachie	آپاچی
naoshi	اشی
naomal	ام‌ال
naoimh	اِمه
nanyar	انار
nantz	انتزو
nanton	آنتن
nanthild	گانهیلد
nantgarw	کانگارو
nantes	انتس
nanten	آنتن
nantel	انتل
nantaise	آنتایوس
nantah	آنته
nansun	آنسن
nanstein	ارنستین
nanson	آنسن
nanshū	آنسه
nanshuga	انشگاه
nanshe	آنسه
nansen	آنسن
nansel	آنسل
nansei	آنسی
nanrui	انری
nanpa	آناپا
nanostim	دانستیم
nanortalik	نانورتالیک
nanni	انکنی
nanninga	نان‌نینگ
nannaz	آننا
nanker	آنکر
nanjinad	آنجلینا
nanjamma	انجامنا
nanion	آنین
nanino	آنین
nanine	آنین
naniah	آنیه
nanhu	عَنْهُ
nanhua	آن‌‌ها
nanhi	انحای
nangso	انگس
nangle	آنگل
nanglang	لانگلان
nangang	هوانگانگ
nanfri	نفری
nanfan	اف‌ان
nanedi	آندی
nandus	اندس
nandur	اندر
nandroya	آندرئا
nandos	اندس
nandor	اندر
nandom	اندم
nandja	ﺁﻧﺠﺎ
nanditha	اندیس‌ها
nandey	آندي
nandes	اندس
nandanam	ماندانا
nandaka	اندامک‌ها
nandaï	آندا
nandaime	اندازیم
nanchan	آن‌چنان
nanba	انباز
nanawati	ناحواتی
nanavati	جَنَّاتِ
nanase	ان‌اس
nanamaoa	أَنَّمَا
nanalal	آنالاکلت
nanakuma	أَنَّكُمْ
nanakuli	انارکلی
nanako	اناک
nanaic	آنای
namwon	آمون
namuli	اُلی
namuki	ام‌کی
