zya	זיא
gelval	לואל
geltser	מֶלְצֶר
gelten	אֶתֵּן
gelon	אֵלוֹן
gelman	למאן
geles	וֶלֶס
gelek	מֶלֶך
gelans	לאנס
gehard	הארד
gehalt	האלת
gehad	אֶחָד
gegar	וְגָר
gegard	גארד
gefter	אֶתֶר
gefna	גופנא
gefest	אֶפֶס
gefara	פארא
geets	אֶרֶץ
gedser	אֶדֶר
gedor	גְדוֹר
gedon	גְדוֹר
gedolot	גְּדֹלוֹת
gedman	דמאן
gedern	אֶדֶר
gedera	אֶדֶר
geden	עֵדֶן
gedcom	אֱדוֹם
gedara	דארא
gebots	בּוֹצ
gebel	בֶּבֶּל
geater	אֶתֶר
geatas	אטאס
gearty	ארתי
gealta	אלטא
geach	רֵיחַ
gdynia	דינא
gdanzc	דאנז
gdansk	דאנס
gdanks	דאנס
gdania	דאנא
gcathú	גאטה
gbenye	בְּנֵי
gbedemah	קֵדְמָה
gbaya	בַּיָּם
gbara	בָּרָק
gbandi	בַּנִי
gbana	בָּנָה
gazzar	אזאר
gazzam	אזאם
gaznat	אזאט
gazen	אֹזֶן
gazdar	אדאר
gazdag	אדאג
gazari	אזאר
gazara	זארא
gazans	אזאן
gazami	אזאם
gazalé	אזאל
gazala	אזלא
gazah	אזאלה
gayyath	איריארטה
gayton	איתן
gaytha	איהא
gayten	איתן
gaytán	איתן
gayson	איסן
gaynor	אינר
gaynes	אינס
gayner	אינר
gaylor	אילר
gaylon	אילן
gayley	אילי
gayler	אילר
gaylen	אילן
gaylads	איליאדיס
gay-in	אָיִן
gayety	איטי
gaydos	אידס
gaydon	אָדוֹן
gayden	אידן
gayda	אידאל
gayaza	איאז
gayane	איאן
gayana	איאן
gawran	אראן
gawhar	אהאר
gavrus	אורס
gavros	אורס
gavron	אורן
gavril	אורל
gavrik	אברך
gavora	אורא
gavon	עָו‍ֹן
gavnin	אונן
gavner	אונר
gavlak	בלאך
gavitt	אותת
gavira	אורא
gavin	אָבִינוּ
gavins	אבנס
gavino	וִינוֹ
gavinn	אונן
gavet	מָוֶת
gavett	אותת
gavdos	אודס
gavaskar	אבאשאר
gavani	אבאן
gavallan	אוראלאן
gavaga	אבאג
gautum	אטוּם
gauti	אקוּטִי
gautaz	אוּאז
gaurav	אראו
gauran	אראן
gauls	אוּליס
gaule	אוּלְק
gaula	אוּלַם
gaular	אלאר
gauhar	אהאר
gauer	מאוּאֶר
gaudry	אדרי
gaudon	אָדוֹן
gaudi	אָאוּדִי
gaucha	אחא
gatvės	אטוס
gatusa	אצא
gatty	פאתטי
gattu	גאנטת
gatto	גאנטת
gattis	אטצ
gattes	אטצ
gatsha	תשא
gatsby	אטסי
gatsas	אסאס
gatlin	אטלן
gatley	אטלי
gatian	אתאן
gathar	טהאר
gatfar	תפאר
gatesy	אטסי
gately	אטלי
gatch	אתנח
gatam	אוֹתָם
gastre	אסתר
gastón	אסטן
gaston	אסטן
gastil	אסתל
gastev	אסטו
gassan	אסאן
gasquy	אסקי
gaspar	אסאר
gason	שָׂשׂוֹן
gasny	אסנסי
gasmac	אסמא
gaskya	אסיא
gasim	קאסִם
gashe	אשֶה
gaseta	גאסט
gas-en	אָסֶן
gasch	אסטח
garzón	ארזן
garzey	ארזי
garza	ארזאק
garzan	אזאן
garwyn	ארין
garway	אראי
garvin	ארון
garvey	ארוי
garver	ארבר
garven	אָוֶן
garvel	אָבֵל
garvăn	ארון
garuk	בָּרוּך
garufa	אוּפא
garuds	ארדס
gartz	בארטז
gartse	ארצ
garton	ארטן
gartleys	כארתליס
gartin	ארטן
garten	ארטן
garsus	ארסס
garste	ארסט
garstang	אסטאנגה
garsse	ארסס
garson	ארסן
garsin	ארסן
garsen	אָסֶן
garry	אגררי
garrit	אררט
garran	אראן
garraf	אראפ
garrad	אראד
garpar	אראר
garoto	אוֹתוֹ
garota	ארטא
garons	ארנס
garnyé	ארני
garnon	ארנן
garney	ארני
garnås	ארנס
garmr	ארמלר
garmiyan	אורמיאן
garmin	ארמן
garmes	ארמס
garmai	ארמא
garmae	ארמא
garlot	ארלט
garlon	ארלן
garlin	ארלן
garley	ארלי
garlén	ארלן
garlande	גארלאנד
garkem	ארכם
garka	אריכא
garjat	אראת
garity	אִטי
garita	ארטא
garis	אִירִיס
gariss	ארסס
garing	ארנג
garima	ארמא
garid	שָׂרִיד
gargya	ארגי
gargerys	ארגיריס
garga	ארגאו
gargar	אגאר
gargan	אגאן
gargam	אראם
garet	אָרֶץ
garetson	אַרְצוֹ
gareth	ארתה
gares	אָרֶץ
gareng	ארנג
garel	קַרְל
garebian	קָרְבַּן
gardón	ארדן
gardon	אָדוֹן
gardom	אָדֹם
gardno	ארדן
gardis	ארדס
gardet	ארדת
gardès	ארדס
gardel	ארדל
garðar	אראר
gardam	אדאם
garbys	אריס
garban	אראן
garavi	אראו
garaud	אראד
garasu	אראס
garara	אראר
garant	ראנט
garani	אראן
garama	ארמא
garak	אוראך
garaad	ראאד
gaora	אוֹרָה
gaoliu	אוֹלִי
gaolan	אלאן
gaogan	אגאן
gaochi	אָחִי
ġan	אנ
ganzem	גאנם
ganzel	אנזל
ganzak	אנזא
gantz	אלנטז
gantt	גאנטת
ganter	אנטר
gantel	אנטל
gantayat	אנטיאטם
ganson	אנסן
gansey	אנסי
ganser	אנסר
gansen	אָסֶן
gansel	אנסל
gansa	אניסא
ganryū	אנרי
ganryu	אנרי
ganon	גלאנן
ganons	אננס
gannes	אננס
gannan	אנאן
ganley	אנלי
ganlan	אלאן
ganjam	אנאם
ganim	בָּנִים
gangstaz	אנסטאזי
gangra	אגרא
gangon	אנגן
gangle	אנגל
gangis	אנגס
gangir	אנגר
ganghu	אנגה
gangga	אנגג
ganggar	אנגלגארד
gangen	אנגן
gangal	נגאל
gangaa	גאגא
ganev	אנְווּ
ganet	סָנְט
ganesh	אֵשׁ
ganea	אנְגָ
gandus	אנדס
gandul	אנדל
gandt	אנודת
gandre	אנדר
gandon	אָדוֹן
gandiv	אנדב
gandin	אנדן
gandil	אנדל
gandhi	אנדה
gandhar	אנדוחאר
gandey	אנדי
ganden	אנדן
gandal	נדאל
gan-chan	אן,חאן
ganchang	אן,חאן
ganay	פאנאי
ganale	אנאל
ganahl	נאהל
ganaha	נאהא
gamson	אָמוֹן
gampon	אָמוֹן
gamori	מוֹרִי
gamond	אמנד
gamley	אמלי
gamit	אמִתי
gamin	יָמִין
gamila	אמלא
gamesh	אֵשׁ
gamela	אמלא
gamda	אמדאי
gambon	אָמוֹן
gambero	לַמְבְּרוֹ
gambar	אמאר
gamani	אמאן
gamalo	אמאל
gamali	אמאל
gamala	מאלא
gamain	אמאן
gamage	מַגְ
galyon	אלין
galway	אלאי
galwan	אלאן
galvin	אלון
galvez	אלבז
galvey	אלבי
galves	אלבס
galva	אלבאן
galvån	אלון
galván	אלון
galvanon	לְבָנוֹן
galvanik	אלבאנאך
galvania	אלבאנאך
galvanek	אלבאנאך
galuth	אלטה
galuta	אלטא
galus	אלדוּס
galtür	אלטר
galtun	אלטן
galton	אלטן
galtis	אלטס
galten	אלטן
galoa	הֲלוֹא
galmoy	אלמי
galmer	אלמר
galloy	אללי
galliv	אללו
gallay	אלאי
galita	אלטא
galina	אלנא
galim	אֵילִם
galili	לִילִי
galik	מַלִכּ
galich	אלח
galga	אָלָגָ
galfin	אלפן
galets	לֵץ
galeta	אלטא
galeno	אֵינוֹ
galeng	אלןג
galeata	גָּלְיָת
galeas	אלאס
galeano	אַלְבָּנוֹ
galdre	אלדר
galdor	אלדר
galdhø	אלדה
galder	אלדר
galden	אלדן
gáldar	לדאר
galdan	לדאן
galaz	אלמאז
galava	לאבא
galavant	סאלאבאת
galatz	אלאת
galati	אלאת
galatina	לָטִינָה
galate	אלאת
galata	אלטא
galaru	אלאר
galarr	אלאר
galaor	אלאר
galantis	אליאנץ
galani	אלאן
galana	אלנא
galamian	סאלאמאן
galamb	אלאם
galama	לאמא
galali	אלאל
galaka	אלכא
galahad	אלאתחאד
galad	אלאדי
gakuen	אָכֵן
gakken	אָכֵן
gakhar	אהאר
gaiton	אִתּוֹ
gaitho	אִתּוֹ
gaitan	אתאן
gaishi	אִישׁ
gaínza	אנזא
gainza	אנזא
gaineabh	אִינְקָה
gainas	אנאס
gaimar	אמאר
gaiman	אמאן
gailly	אללי
gaika	אָבִיךָ
gaika	אָבִיךָ
gaien	אִבְן
gaidar	אדאר
gaian	אִיוַן
gahrs	אהלרס
gahcho	אהח
gaharu	אהאר
gahal	מאהאל
gagtag	אגאג
gagolh	אגלה
gagnés	אגנס
gagnes	אגנס
gagner	אגנר
gagnan	אנאן
gaghan	גהאן
gagern	אגרן
gagen	מָגֵן
gagel	יָגֵל
gagana	אגאן
gagah	אגאטה
gafsa	אפשא
gafori	אוֹרִי
gafney	אפני
gaffla	אפפל
gaffel	אפפל
gaffar	אפאר
gafat	אפאתה
gaeta	אֵיתָן
gaëtan	אתאן
gaétan	אתאן
gaeru	אָמְרוּ
gaenor	אֵינוֹ
gaean	אֵיתָן
gadus	אלדוּס
gadson	אָדוֹן
gadsby	אדסי
gadsar	אסאר
gadron	אָדוֹן
gadot	שָׂדוֹת
gadong	אָדוֹן
gadney	אדני
gadna	אידנא
gadmen	אָמֵן
gadman	דמאן
gadim	קָדִים
gadhra	אדרא
gaddy	אדאדי
gaddam	אדאם
gadaym	אדים
gadarn	דארן
gadara	דארא
gadani	אדאן
gadama	אדאם
gadair	אדאר
gadahn	דאהן
gadafa	דאפא
gachua	אחא
gachot	אחט
gachet	חֵת
gabry	אבּריל
gabrel	אָבֶּל
gabras	אראס
gaboto	אוֹתוֹ
gabhar	אהאר
gaber	אוּבֶּר
gaberl	אָבֶּל
gabary	אארי
gaayam	איאם
gaash	אראש
gaari	מָארִי
gaahl	אאחל
gaafar	אפאר
gaadi	וָאדִי
gaadhi	אאדה
fyyar	ייאסר
fyvush	יבש
fyvel	יוֹבֵל
fyt	ית
fytch	יפתח
fyssas	יסאס
fyrkat	יראת
fyrish	ירש
fyokla	יכלא
fynvyk	יביך
fyling	ילנג
fying	יִינְג
fye	יְ
fydler	ידלר
fychan	חאן
fyafsf	יאפס
fuz	וּז
fuyuan	יוּאָן
fuyong	יוֹנג
fuyang	יאנג
fuvah	טוּבָה
futtsu	וּטסוּ
futsin	צִן
futars	טארס
futana	תאנא
fustat	סטאט
fushun	שׁוּן
fushin	שִין
fushan	שאנ
fusden	וּשְׂדֵי
fuschl	סחל
fusang	סאנג
fusade	וּשְׂדֵי
fůr	פר
fursland	רוסלאנד
fursan	רסאן
furman	רמאן
furet	קוּרְט
fureai	רְאִי
furada	ראדא
fumina	וּמִן
fumat	יוּמַת
fuman	אוּמַן
fulman	למאן
fullah	ללאה
fulham	להאם
fulen	גוּלֵן
fukang	כאנג
führt	פשרת
fuhong	הוֹנג
fug	וּג
fugazy	גאזי
fugard	גארד
fueng	פֶנְג
fuchen	חֵן
fuaran	אראן
ftn	תן
frytum	ריתם
frythe	ריטה
frypan	ריאן
frynta	ינטא
fryley	רילי
fryksdal	רויסדאל
frygt	ריגטי
fryent	רינת
fryderyk	פרידריך
frusen	פרסן
frumin	וּמִן
fruman	רמאן
frucht	רחת
froso	רֹאשׁוֹ
frosch	רֹאשׁ
froma	רוֹמָה
fröman	רמאן
fritts	רטצ
fritch	רתח
frisland	רוסלאנד
frisa	רִיצַ
friman	רמאן
frikaren	רִיכַרְד
friederike	פְרִידְרִיךְ
friday	רדאי
friday	רדאי
friant	ראנט
friang	ראנג
freydl	רידל
fretts	רטצ
fress	רְסִיס
freshh	רשה
fresch	רֵישׁ
freman	רמאן
freke	אֶרֶךְ
frege	רֶגֶל
freel	רֶבֶל
freeh	רְאֵה
freder	אֶדֶר
frech	רֵיחַ
freas	רֵאשׁ
freans	ראנס
fream	רֵיקָם
freake	רַךְ
freais	רְאִי
freada	ראדא
frazho	ראזה
frazey	ראזי
frazar	אזאר
frayne	ראין
fraye	רַיְס
fravel	אָבֵל
fraun	ראקוּן
frauke	רַךְ
fratty	ראטי
frato	רָטֹב
fratin	ראטן
fratar	אתאר
fraske	רַךְ
frasch	ראח
frasca	רָסָ
frary	רקארי
fraoch	ראח
franzl	אנזל
franza	אנזא
franval	ראנוואלה
frantz	ראנט
franti	ראנט
franta	ראנא
franse	ראנס
frann	בראנן
franny	אנני
franna	ראנא
franky	אנכי
frankl	ראכל
frankh	ראנה
franke	רַךְ
franja	ראנא
frania	ראנא
franey	ראני
francy	ראני
frança	ראנא
franay	ראני
framo	רָמוֹת
framon	אָמוֹן
framis	ראמס
frally	אללי
fraley	ראלי
fraker	רַךְ
frains	ראנס
fraina	ראנא
fraidy	ראדי
fraida	ראדא
fraích	ראח
fraghi	ראגה
frager	ראגֶ
frafra	ראפר
fraech	ראח
fradon	אָדוֹן
frades	ראדס
fracht	אחט
frabel	אָבֶּל
fraatz	רָאט
fraas	ראפאס
fovant	ואנט
fothad	תהאד
foston	וֹסוֹן
fostat	סטאט
foshay	שאי
foshan	שאנ
forweg	וֹרְג
forsythi	פרסקיטה
forstå	פרסט
forson	וֹסוֹן
forsha	רשא
foroni	רוֹנִי
forman	רמאן
forgay	רגאי
foree	וֹרְגֶ
forcht	רחת
forall	פראל
forada	ראדא
foq	וֹק
fontys	נטיס
fongshan	פנגשאן
fonasa	נאסא
fónagy	נאגי
fonagy	נאגי
fomori	מוֹרִי
fomant	מאנט
folson	וֹסוֹן
folmar	למאר
folman	למאן
folkan	לכאן
folet	סֹלֶת
foles	ווֹלֶס
folard	לארד
foland	לאנד
folake	לָךְ
foghat	גהאט
foege	וֹרְגֶ
foderi	פֵרִי
fmr	מר
flyter	ליטר
flysta	ליטא
flylal	ליאל
flyak	אליאך
flunch	לנח
flumet	וּמֵת
flugan	לגאן
floyds	לידס
flosha	לשא
flord	לוֹרְד
floramay	לראמיאי
floing	לוֹנג
flohe	אֱלֹהֵי
flogas	לגאס
fli	לִ
flinth	לנטה
flibco	לִבּוֹ
flg	לג
flevit	לֵוִי
fleves	לאֶואֶ
fletes	לֵץ
flesberg	לֶמבֶּרג
flemmi	לְמִי
flello	לְלֹא
flekke	לֵךְ
fleder	אֶדֶר
flear	לְאוֹר
flead	לְבָד
fleadh	לאדה
flazh	לפאזה
flaxmans	לאמאנש
flavio	לָבֹא
flavia	לאבא
flaventa	פלאנתאס
flavel	אָבֵל
flatt	לָתֶת
flattr	לאטר
flatøy	לאטי
flatmo	לָמוֹ
flatmark	לאתנארך
flate	לָתֶת
flatey	לאטי
flater	לאטר
flata	לטאטא
flass	לאקסס
flashpay	לאשראי
flann	לאונן
flandrin	לאנדרסן
flandría	לאנדראס
flandria	לאנדראס
flandrau	לאנדראס
flandern	לאנדרסן
flammy	לאמי
flamin	לאמן
flamel	לאמל
flamberg	לֶמבֶּרג
flamands	לאמאנש
flako	לַכֹּל
flaherty	פלאהרטי
flahan	אהאן
flagy	לאגני
flagyl	אגיל
flagston	לדאגסטן
flaggs	לאגג
flaget	לאגט
fladen	לאדן
flabas	לאאס
flaad	לָמַד
fka	כא
fisman	סמאן
fishta	שתא
fishel	שֶל
fischl	סחל
fintry	נתרי
finska	נסכא
finsch	נסח
finlay	נלאי
fingal	נגאל
finchy	נחי
finast	נאסט
filman	למאן
fillan	ללאן
filfla	לפלא
filary	לארי
filago	לָגוֹ
fii	פִי
figoni	גּוֹנִי
figart	גארט
figala	גאלא
fidelman	גִידֶמַן
fidaig	דאִיג
fichet	חֵת
fia	פַ
fialka	אלכא
fiacha	אחא
fhimah	המאה
ffraid	פראד
fforst	פרסט
f-flat	פלאט
ffitch	פתח
ffitch	פתח
ffa	פַ
ffango	פאנג
feynan	ינאן
feyfar	יפאר
feyder	אֶדֶר
fevang	ואנג
fetzer	אֶתֶר
fetzen	אֶתֵּן
fetten	אֶתֵּן
fettah	תתאה
fetner	אֶתֶר
fetlar	טלאר
fethry	טהרי
fether	אֶתֶר
fethan	טהאן
festin	פסטן
festen	אֶתֵּן
feshka	שכא
feser	אֶשֶר
fertur	פרטר
fersht	רשת
fersan	רסאן
feros	גְרוֹס
feroni	רוֹנִי
fernly	רנלי
fernez	אֶרֶז
ferner	פרנר
fernen	פרנן
fernan	רנאן
ferit	בְּרִית
ferid	פְרִיד
fergal	רגאל
feres	עֶרֶשׂ
feren	קֶרֶן
ferento	טְרֶנְטוֹ
feree	אֶרֶךְ
feredach	קֵרֵחַ
ferard	רארד
ferah	סֶרָה
ferage	ראגֶ
feoder	אֶדֶר
fensch	נסח
fenrys	נריס
fengshan	פנגשאן
fengi	זֶנגִי
fendal	נדאל
fenay	עֵינַי
fenagh	נאגה
felten	אֶתֵּן
felman	למאן
felim	אֱלהִים
felia	אֱלִיאָב
felham	להאם
felek	מֶלֶך
felder	אֶדֶר
feland	לאנד
feiter	אֶתֶר
feiten	אֶתֵּן
fehim	אֱלהִים
feher	אֶשֶר
fedor	גְדוֹר
federn	אֶדֶר
fedder	אֶדֶר
fedayn	דאין
fedara	דארא
fecht	אֶחָת
fechet	חֵת
fechan	חאן
feber	וֶבֶּר
fearta	ארטא
fearns	ארנס
feaman	אמאן
feadan	אדאן
fci	פִי
fazoli	אוֹלִי
fazola	אזלא
fazen	אֹזֶן
fazeli	אֵלִי
fazari	אזאר
fazara	זארא
fazang	זאנג
fayyum	איים
fayyāz	אייז
fayyaz	איאז
fayyad	איאד
fayson	איסן
fayṣal	איאל
fayruz	אירז
faylor	אילר
fayle	פאיול
faylen	אילן
fayeds	אידס
fayden	אידן
fayçal	איאל
fayard	יארד
fawdon	אָדוֹן
favrot	אָבוֹת
favret	אורת
favory	אוֹרי
favori	אוֹרִי
favona	אונא
favola	אולא
favino	וִינוֹ
favila	אולא
favia	נָבִיא
favet	מָוֶת
favers	אורס
favera	אורא
favenc	אָוֶן
favell	אָבֵל
favata	ואתא
favaro	אבאר
favari	אבאר
fåvang	ואנג
favale	אבאל
fauvel	אָבֵל
fausts	אסטס
faunch	אנח
faulks	אלכס
faule	אוּלְק
faula	אוּלַם
fauchy	אחי
faubel	אָבֶּל
fatwah	אתאה
fattan	אתאן
fattal	אטאל
fattah	תתאה
fatsia	אצא
fatora	אתרא
fatma	אטומא
fatata	טאטא
fatani	אתאן
fatali	אטאל
fatala	אטאל
fataar	אתאר
fastum	אטוּם
fastro	אסתר
fastré	אסתר
fastrada	אסטראדה
fastov	אסטו
faston	אסטן
fasta	אסותא
fastap	סטאף
fasori	אוֹרִי
fasolt	אסלת
fasnet	אסנט
fasner	אסנר
fasken	אָכֵן
fasial	אסאל
fashu	אָשׁוּב
fashek	אשך
faseng	אסנג
fasch	אסטח
fasano	אסאן
fasail	אסאל
farza	ארזאק
farzad	אזאד
faryon	ארין
faryners	מארינרס
faryd	ארביד
faryaz	איאז
farwah	אראה
farver	ארבר
farvel	אָבֵל
farus	אִירוּס
faruk	בָּרוּך
farukh	ארכה
fartz	בארטז
fartov	ארטו
farsta	ארטא
farson	ארסן
farsis	ארסס
farset	ארסט
farry	אגררי
farret	אררט
farrer	אררר
farray	אראי
farrar	אראר
farran	אראן
farrah	אראה
farrad	אראד
faron	אֲרוֹן
farong	ארנג
farold	ארלד
farokh	ארכה
farnsley	בארנסלי
farnon	ארנן
farnol	ארנל
farney	ארני
farner	ארנר
farna	ארנאו
farnam	אנאם
farmon	ארמן
farmen	אָמֵן
farlin	ארלן
farley	ארלי
farks	מארכס
farka	אריכא
farkas	אראס
faris	אִירִיס
farist	ארסט
fariss	ארסס
farish	אִישׁ
farid	שָׂרִיד
faridany	ארידאני
farías	אראס
farias	אראס
farian	אראן
farial	אראל
fariah	אראה
farhud	ארהד
farha	אברהא
farhâd	ארהד
fargus	ארגס
fargos	ארגס
fargis	ארגס
farges	ארגס
farga	ארגאו
faress	ארסס
farendon	אַרְנֹן
farel	קַרְל
fardre	ארדר
fardon	אָדוֹן
fardes	ארדס
farder	ארדר
farden	ארדן
fardd	ארדיד
farda	אירדא
fardalen	גארדאלן
farbar	אראר
faraz	טאראז
faraón	אראן
faraon	אראן
farama	ארמא
faraid	אראד
farahi	אראה
farag	פאראג
farage	ראגֶ
faracy	אראי
faqom	מָקוֹם
faora	אוֹרָה
fàn	פנ
fanzhi	אנזה
fanya	אניסא
fantus	אנטס
fantle	אנטל
fansur	אָסוּר
fangfa	אגפא
fanger	אנגר
fangda	אנגד
fanfan	אנאן
fandor	אנדר
fander	אנדר
fanchang	אן,חאן
fanari	אנאר
fanali	אנאל
fanale	אנאל
fanafo	אנאפ
fanadi	אנאד
fanaa	אבנאא
famak	ארמאך
falvin	אלון
falvey	אלבי
faludy	אלדי
falty	אלטאי
faltin	אלטן
falson	אלסן
falsen	אָסֶן
falret	אלרת
falon	אֵלוֹן
falmer	אלמר
falls'	אללע
fallit	פאלט
falley	אללי
falkus	אלכס
falkes	אלכס
falken	אָכֵן
falkau	אלכא
faling	אלןג
falina	אלנא
falias	אלאס
falger	אלגר
falga	אָלָגָ
falena	אלנא
falefa	אלפא
faldor	אלדר
falchi	אָחִי
falaya	אליא
falaut	אלוּת
faláth	אלטה
falashah	באלאשה
falari	אלאר
falana	אלנא
falala	לאלא
falais	אלאס
falaën	אלאן
fakty	אכפתי
fakoly	אָכוֹל
fakoli	אוֹלִי
fakhry	כהרי
fakhar	אהאר
fakel	אָכְלוּ
faiyaz	איאז
fairms	ארמס
fairland	גארלאנד
faiman	אמאן
failly	אללי
failge	אִגְ
faika	אָבִיךָ
faidon	אָדוֹן
fah	אה
fahud	יָהוּד
fahua	הַהוּא
fahrni	אהרן
fahrland	גארלאנד
fahren	אהרן
fahmy	אוהמי
fahlun	אהלן
fahle	אָהֳלֵי
faheli	אֵלִי
fahdal	הדאל
faham	אלהאם
fahal	מאהאל
fagoth	אגתה
fagon	יָגוֹן
fagnes	אגנס
fagner	אגנר
fagley	אגלי
faggard	אנגלגארד
fagen	מָגֵן
fagel	יָגֵל
fagasā	אגאס
fagasa	אגאס
fagans	גאנס
faf	אפ
fafnir	אפנר
fafner	אפנר
fafini	פאפן
faetar	אתאר
faesch	אֵשׁ
faerno	אֵינוֹ
faerch	ארח
faenza	אנזא
faenol	אֵינוֹ
fændag	נדאג
faely	אֵלַי
fadus	אלדוּס
fadrus	אדרס
fadma	אדמאס
fadlan	אלאן
fadhma	אדהם
faddy	אדאדי
fadds	אדידס
fadak	אכדאך
facory	אוֹרי
facoli	אוֹלִי
facho	אָחוֹר
fachin	אָחִי
fachang	טאיחאנג
faceman	נַחְמָן
facelets	חֶלֶץ
fabyl	אבּריל
fabyan	איאן
fabry	אבּריל
fabray	אראי
fabral	אראל
faben	אִבְּן
fabelo	בְּלֹא
fabeln	אָבֶּל
fabela	אָבֶּל
faban	רַבָּן
faath	אפאתה
ezz	זז
ezy	זי
ezr	זר
ezredes	מֶרסֶדֶס
ezrat	פְּרָת
ezrah	זָרָה
ezo	זוֹ
ezida	זִידָה
ezhava	האבא
ezgand	גאנד
èze	זֵ
eze	זֵ
eyy	יי
eythra	יטהר
eyston	יסטן
eyster	יסטר
eyo	יוֹ
eyota	יוֹתָם
eyn	ין
eynns	פיננס
eynefr	ינפר
eymerich	יְרִיחוֹ
eyl	יל
eyk	יכ
eyedea	יְדֵי
eya	יא
eyango	יאנג
eyaks	יאכלס
eyaar	יָאִיר
exhall	האלל
exeter	אֶתֶר
