zita	自他
kamiu	大谬
kamiti	謎題
kamin	雅敏
kamini	米妮
kamina	米納
kamili	迷离
kamila	蜜蜡
kamiji	秘技
kamia	阿米巴
kamenz	阿门
kameny	阿门
kamensis	凱恩斯
kameni	阿梅
kamena	阿门
kambiya	納米比亞
kambei	阿倍
kamban	阿坂
kamayo	阿猫
kamaya	馬雅
kamasi	馬嘶
kamasan	鞍馬山
kamanu	阿曼
kamano	阿猫
kamandag	滿檔
kamana	麻那
kamama	媽嫲
kamalu	馬陸
kamali	马力
kamaku	馬堀
kamakshi	馬可仕
kamako	阿猫
kamaji	麻紀
kamai	大麥
kamada	馬達
kalvan	阿蘭
kalusha	安祿山
kalule	露了
kaluka	绿卡
kalten	卡特
kaltan	阿蘭
kalou	大楼
kalomi	奥秘
kalmen	阿门
kallan	阿蘭
kalkan	阿蘭
kalita	利他
kalirongan	理容院
kalin	巴林
kalingga	另搞
kalingan	鈴蘭
kalinangan	大連港
kalimi	立米
kalima	利马
kalilu	利祿
kalile	禮樂
kalila	里拉
kalifa	暦法
kalide	犁地
kalida	利達
kalibo	利博
kaliba	篱笆
kalibata	阿里巴巴
kalibangan	大連港
kalgan	阿蘭
kalemi	樂迷
kalbo	阿拉伯
kalaweit	马拉威
kalata	邋遢
kalapi	拉皮
kalank	阿蘭
kalani	阿蘭
kaland	阿蘭
kalandia	藍靛
kalana	阿蘭
kalamita	瓦萊塔
kalama	喇嘛
kalale	拉了
kalala	拉拉
kalai	哪來
kalabha	阿拉伯海
kakuozan	擴展
kakuku	哭哭
kakuji	庫吉
kakou	瓦口
kakita	愛她
kakes	阿克苏
kakeda	可达
kakao	奥尻
kakala	卡拉
kajuji	巨集
kajiya	羁押
kajiwara	麦わら
kajita	吉他
kajino	阿津
kajima	吉馬
kajika	阿嘉
kaizu	開祖
kaizo	挨揍
kaizer	愛沢
kaitna	愛她
kaitak	愛她
kaishinsha	白石山
kaise	埃森
kaisei	哀思
kairn	愛染
kairi	来日
kaire	白熱
kaira	愛染
kairangi	還讓
kairanga	還讓
kaipo	太婆
kaipi	白皮
kaipa	害怕
kainu	才女
kainji	胺基
kaini	欸乃
kaing	阿形
kaindu	案牍
kaimur	愛慕
kaimba	艾瑪
kaimaz	艾瑪
kaimal	艾瑪
kaimakli	太麻里
kailua	愛侶
kailea	愛樂
kaila	愛蘭
kailash	白蠟樹
kaikyo	哎喲
kaiko	隘口
kaiki	裁き
kaikeshi	馬可仕
kaikai	艾艾
kaija	愛甲
kaihyo	哎喲
kaiho	哀號
kaihau	爱护
kaigwu	礙於
kaigu	外骨
kaiga	哀告
kaifun	爱抚
kaier	乃尔
kaieda	捱打
kaidu	海渡
kaido	愛島
kaiba	海抜
kahun	打昏
kahui	雅慧
kahuila	拿回來
kahua	氨化
kahtan	阿寒
kahng	阿吽
kahlan	阿蘭
kahiye	愛野
kahilu	愛侶
kahei	發黑
kahani	阿寒
kahang	蚢
kahane	阿寒
kahai	暗害
kaguya	古雅
kaguta	古塔
kaguru	故如
kagumo	鼓膜
kagoj	考據
kagen	紮根
kagendo	大根島
kagama	伽瑪
kagai	大概
kafubu	腹部
kafou	安否
kaeding	大和町
kadwai	阿呆
kaduna	頓阿
kaduji	妒忌
kadrie	阿爹
kadour	阿斗
kadon	阿東
kadman	阿曼
kadiza	挨拶
kadimi	低迷
kadima	艾瑪
kadensho	看守
kadaru	打入
kadant	阿丹
kadama	大麻
kadali	大理
kadala	耷拉
kadafi	阿呆
kachuga	看穿
kachin	呵斥
kachibei	侪辈
kachhi	呵斥
kache	納車
kacha	安插
kaburu	不入
kabuchan	布川
kabobi	奧祕
kabita	愛她
kabiri	蔽日
kabin	阿炳
kabianga	變卦
kabani	巴尼
kabana	阿坂
kabale	芭乐
kabala	巴拉
kaaren	阿仁
kaanju	安居
kaang	阿桑
kaanghou	昂首
kaadan	阿丹
jyu	籲
jyusin	雨丝
jyotirao	油条
jyaku	压垮
jwele	问了
jwa	搲
jwand	丸大
jwala	挖來
juzhi	古鵄
juzan	玉簪
juyin	讀音
juyan	孤雁
juwan	鱼丸
jussu	舊俗
jushi	句式
jušen	舊恩
juroujin	苦肉計
juran	徒然
juoyi	作揖
juola	拖拉
junyi	轮椅
junya	俊雅
junpo	魂魄
junonia	眷念
junonian	昨年
junli	婚礼
junji	論及
juniya	尼亞
junie	餘孽
jüngsten	井森
jungsang	沦丧
jungmin	皇民
junghua	谎话
junghan	广汉
jung-ang	村岡
junfu	尊父
jundi	昆弟
junda	尊大
junai	玉乃
junade	拿得
jumana	麻那
jumala	馬拉
jumada	馬達
juluka	绿卡
julita	利他
julin	武林
julika	豊か
julie	粗劣
julier	裡爾
julida	利達
julianna	怜奈
julan	魚籃
julai	撲來
julaidan	來點
jukua	浮夸
jujun	督軍
juinu	闺女
juina	歸納
juilu	汇率
juian	罪案
juhui	聚会
juhudi	湖底
juhua	图画
juhan	孤寒
jugan	骨感
juesi	決死
judile	递了
judie	玉牒
juche	堵車
jubin	湖滨
jubilaeo	均标
jubani	巴尼
juansher	远涉
juani	短い
juancho	冤仇
józefa	責罰
jozefa	責罰
joyuda	御大
joye	教業
jou	讴
journ	偶然
joure	走れ
jouni	後に
joullian	厚脸
jouke	豆科
jouin	呕心
joueur	偶尔
jouant	飬
josutu	嘔吐
joslin	お隣
josipa	丝帕
josima	死马
josifa	司法
joshie	史略
josan	奥さん
jøsang	丧
joruri	入り
joren	倭人
joran	驀然
joplin	お隣
jonie	莫涅
jongsung	冬筍
jonghyun	松韻
jongeren	动人
jongdari	紅帶
jomini	米妮
jomei	渥美
jomana	麻那
jomala	馬拉
joltin	お隣
jolink	お隣
joline	お隣
jolina	お隣
jolien	お隣
joliba	篱笆
jokela	克拉
jōjima	吉馬
jojima	吉馬
johanson	函送
johansen	山森
jogwang	勇往
jogani	甘い
joeran	俄然
jodeci	地磁
jochum	お初
jochi	握持
jochanan	谗言
jocham	お茶
joban	末班
joanni	安妮
joanna	按捺
jnāna	金納
jjumba	拒馬
jizuo	起坐
jizhu	批注
jizhe	吸著
jizha	利札
jizan	礼赞
jiyun	词韵
jiyao	闢謠
jiyan	奇岩
jixin	底薪
jixie	提攜
jixia	撕下
jiwei	比为
jiwani	挖泥
jiwaka	哇咔
jiuyi	酒意
jiuli	扭力
jiufu	修復
jiucaiping	牛奶瓶
jitumu	土木
jisuo	棲所
jisun	子孙
jishu	槭树
jishi	利市
jisan	集散
jisai	いさ子
jirou	息肉
jiren	敵人
jiquanda	全島
jipin	比拼
jipeng	膨
jiong	雄
jiongxiu	送修
jinyu	林鈺
jinyi	錦衣
jinya	新雅
jinwu	謹吾
jinpu	音譜
jinning	咸宁
jinmu	品目
jinma	牝馬
jinlu	新绿
jinli	鄰裡
jinju	新劇
jinji	阴极
jinhu	音戸
jingyuetan	熊野灘
jingyuen	平允
jing-wen	平稳
jingulu	因果律
jingrun	硬軟
jingisukan	丙烯酸
jingili	英吉利
jinge	名額
jinfa	心法
jindi	襟弟
jinda	音大
jinbu	阴部
jinbi	親筆
jinan	疑难
jinai	吉奈
jimin	子民
jimei	低眉
jimao	雞毛
jimale	罵了
jimaku	馬堀
jiluo	低落
jilla	記牢
jijiu	艾灸
jijie	密接
jijia	愛甲
jihua	栗花
jihei	気合い
jihan	密函
jihai	西海
jiguani	企管系
jiger	自個兒
jigen	氣根
jigenu	歌女
jigalong	乾隆
jifen	戲份
jiē	薊
jiezi	切子
jiexi	歇息
jieru	蔑如
jiehu	獵戶
jiefu	跌幅
jieba	例えば
jidao	移到
jidan	子彈
jibin	宜賓
jibei	必備
jiayu	駕馭
jiayi	狭義
jiaxu	頰鬚
jiaxi	甲西
jiawu	家屋
jiatong	仙童
jiashun	孝順
jiaqi	下期
jianu	侠女
jianqun	繾綣
jiankui	鉛塊
jiane	简略
jialu	狭路
jiali	下笠
jialibi	加勒比
jiake	甲殼
jiaji	家計
jiahu	榎戸
jiahe	下河
jiafu	佳夫
jiabiangou	敲邊鼓
jhusi	書肆
jhunga	忽那
jhumta	胡麻
jhumpa	胡麻
jhumka	胡麻
jhula	胡来
jhukar	話兒
jhoni	紅い
jhola	火辣
jhochhen	後塵
jhini	灰泥
jhe	褐
jheto	核桃
jhene	河内
jhelum	賀露
jhapa	害怕
jhane	喊了
jfa	発
jezira	自ら
jeziku	疾苦
jeyhan	惡漢
jettou	鹅头
jetman	額滿
jethou	鹅头
jeta	街談
jesulu	粟鹿
jestha	扼殺
jeshua	耍
jesen	惡神
jerwan	扼腕
jerun	而论
jerrum	爾汝
jerrer	爾爾
jerren	惡人
jeron	鵝絨
jeroen	惡人
jerman	額滿
jerlin	而立
jeriji	日記
jergi	而归
jerena	惡人
jerden	惡人
jerana	俄然
jerai	耳塞
jepang	庞
jeong	鵝絨
jeongchi	熔池
jenzer	恩澤
jenza	紛雜
jenya	肯亚
jenti	人体
jenquai	分區賽
jenning	冷凝
jennat	恩納
jenle	忍了
jenke	文科
jenji	分级
jenin	惡念
jenia	惡念
jengland	風蘭
jendo	恩多
jemini	米妮
jemina	米納
jemima	密碼
jemen	爺們
jemajo	鵝毛
jelutong	流通
jeline	恶劣
jelali	拉力
jelai	夜来
jelabi	蜡笔
jeka	揭开
jei	诶
jeita	碑拓
jeian	慰安
jehudi	湖底
jehuda	互打
jehaun	惡漢
jehane	惡漢
jegou	地溝
jegon	俄共
jegan	何干
jedida	抵達
jebran	俄然
jebin	河濱
jebala	巴拉
jeanna	按捺
jeânna	恩納
jdideh	低得
jdate	打鐵
jbeil	貝拉
jbail	拜禮
jbabdi	芭比
jazor	驕兒
jazira	自ら
jazan	那咱
jayou	哪有
jayman	阿曼
jaylan	阿蘭
jayasi	亞斯
jayant	阿彦
jawili	愛里
jawan	大玩
jawani	挖泥
jawali	瓦礫
jawaka	哇咔
jawai	打歪
javita	愛她
jaunde	安徳
jauna	阿須那
jatun	大屯
jatiyo	哎喲
jatiya	剔牙
jasun	大損
jashub	阿叔
jasen	大森
jasagnan	桑南
jarobi	奧祕
jarman	阿曼
jarida	捱打
jarena	阿仁
jardie	阿爹
jarden	阿仁
jarchi	呵斥
jaran	愛染
japura	僕ら
japuji	普及
japgi	稼ぎ
japanman	盤面
jao	芺
jaoui	奧會
jaora	傲然
janzeni	捐赠
janyse	暗色
janyn	安彦
janyce	庵野
janura	奴ら
janue	岸嶽
janua	氨化
janta	安泰
jansse	暗色
jansel	暗色
jansa	暗殺
janowa	凹窪
janou	暗鬥
jannu	含怒
jannis	安妮
jannik	安妮
jannie	安妮
janniere	丹尼爾
janne	案內
jannat	按捺
jannanin	艰难
janmon	按摩
janmat	暗碼
janku	弾く
janki	嘆き
janke	蘭科
janita	愛她
janin	安信
janina	按捺
janie	安謝
jango	安國
jangi	暗鬼
janggun	堂倌
jangchub	当初
jangcho	唐朝
janga	鞍掛
janer	凡爾
jandul	案牍
jandía	安達
jander	安徳
jandek	安徳
jandar	安達
jandal	安達
jancsi	安寺
janco	安厝
jancis	按此
jancik	按此
jance	散策
janashia	案發時
janann	暗暗
janani	安妮
janale	安樂
janai	安泰
jamyang	那麼樣
jamti	加密
jamote	模特
jamman	阿曼
jamiya	哎呀
jamini	米妮
jamindan	民黨
jamima	密碼
jamili	迷离
jamile	愛樂
jamila	蜜蜡
jamia	阿米巴
jamelia	他們倆
jameis	阿梅
jameison	梅松
jamba	阿米巴
jamali	马力
jamali	马力
jamala	馬拉
jamai	大麥
jamaer	馬爾
jalpan	阿蘭
jaliscan	阿里山
jalili	立礼
jalile	禮樂
jalifa	暦法
jalie	伽利略
jalaun	阿蘭
jalani	阿蘭
jálama	喇嘛
jalade	拉得
jakun	艾堃
jakobi	奧祕
jaken	牙齦
jaish	愛紗
jaisa	愛紗
jaini	欸乃
jaina	採納
jaime	改め
jaimal	艾瑪
jaille	愛樂
jaidev	爱得
jaider	爱得
jaidee	爱得
jaibo	载波
jaiba	海抜
jaiak	甲殼
jahren	阿仁
jahoe	教え
jahman	阿曼
jahili	愛里
jahdan	阿丹
jahani	阿寒
jahania	阿扎尼亞
jahanian	罕見
jahana	阿寒
jahai	暗害
jagode	凹地
jagchen	康臣
jägala	嘎啦
jafan	麻帆
jaewang	马德望
jǣran	既然
jadran	阿丹
jadon	阿東
jadine	阿爹
jadida	抵達
jadayi	大衣
jadaan	答案
jacou	大湊
jacobi	奧祕
jachin	呵斥
jaburu	不入
jabuna	不納
jaboli	玻璃
jabiya	比亞
jabiri	蔽日
jabin	阿炳
jabato	阿保
jábali	峇厘
jabala	巴拉
jaa	呵呵
jaaiye	愛野
izu	崒
izumo	最も
izulu	囚虜
izula	阻拦
ì-zong	踨
izlan	砸爛
izlake	拉客
izi	锱
izizwe	自責
izier	自個兒
izibor	紫波
izhma	志麻
izenzon	真宗
izayoi	杂役
izaya	杂言
izapa	雜牌
izama	早馬
izala	砸爛
izafe	雜費
iyoku	忧苦
iyman	溢滿
i̇yi	易
i̇yiler	逸樂
iye	掖
iyeku	野口
iyasus	押す
iyari	曜日
i-yang	楧
iyak	夕やけ
ixion	雄
ixcan	西餐
ixbalanque	下連雀
ixalan	阿蘭
iwo	蜗
iwobi	我輩
iwerne	文略
iwein	慰安
iwaya	瓦窯
iwassi	瓦斯
iware	蛙人
iwaoka	哇咔
iwane	輓歌
iwand	丸大
iwami	挖煤
iwakta	哇咔
iwaki	挖开
ivchenko	辰口
ivanna	按捺
iussu	舊俗
iunre	群れ
iuliu	溯流
iuenna	恩納
iuchi	福池
iturup	突入
iturbi	土筆
ituni	屠牛
itune	吞了
itumbi	土筆
ituano	他の
ittiri	戻り
itsuse	塗色
itsuan	酸
itriya	剔牙
itrano	他の
itrani	塔尼
itosu	脱俗
itonian	桐畑
itone	同額
itobi	逃避
itkina	提拿
itier	退而
ithiya	剔牙
iteso	特捜
itedi	特待
itchen	沈
itcha	體察
itaya	塔岩
itaxi	甲西
itati	探題
itatinga	探聽
itata	坍塌
itarsi	拓司
itare	他人
itanic	塔尼
itamor	桃兒
itami	拓美
itambo	拓磨
itamar	拓馬
italus	他律
italkian	贪恋
itali	他倆
italilan	阿里郎
italians	贪恋
itala	他倆
itaipu	拓樸
itabi	逃避
isyana	薩那
isuzus	素足
īsuto	俗套
isurus	甦る
isunngua	算卦
isunians	熟年
isula	素來
isuke	术科
isubu	碎步
isuama	酥麻
istiwa	丝袜
issuikai	碎塊
isshu	絲束
isshu	絲束
isshi	死尸
issan	色散
ispin	比拼
isone	唢呐
isoile	死了
isode	所得
isnan	色男
ismini	米妮
ismene	门额
ismaya	馬雅
ismaan	馬鞍
islan	撕烂
islandia	藍靛
i̇skele	可樂
isiyim	司儀
isite	阿斯特
isioma	死马
isinghan	硬漢
isina	寺南
isimud	私募
isikia	覗き
isidre	寺地
isidis	私邸
isiagu	寺谷
ishwa	樹蛙
i-shu	槭树
ishuah	耍
ishqe	喜捨
ishirō	事兒
ishim	試み
ishimori	始まり
isher	射入
ishay	沙也
ishaq	杀气
ishant	删
isham	沙弥
ishal	沙拉
ishag	垧
isfana	薩那
isesi	射死
iseran	俄然
isenring	森町
isengrin	僧人
isengrim	昇り
iseke	設け
ischue	除恶
ischua	欻
ischi	寺池
isben	寺本
i̇sa	撒
isayev	撒野
isani	散佚
isangrim	上り
isangile	上了
isane	散策
isand	散大
isanax	薩那
isami	阿薩密
isalo	洒落
isakyi	薩伊
isair	塞入
isaie	塞责
isaia	赛马
isager	薩爾
isachsen	砂塵
isaan	沙岸
isaake	萨克
irula	入來
iruiru	入る
irugur	入谷
irube	汝輩
irton	兒童
irpin	乳品
iroxi	柔細
ironton	融通
ironhand	熔焊
iroda	偌大
irnini	逆に
irnan	汝南
irmina	米納
irmen	入门
irmeli	熱力
irishmen	日生
irinyi	日益
irine	日内
irigo	日高
iriga	日高
iribe	日本
irian	瑞安
íre	惹
ireyna	熱軋
irens	仁司
irene	忍野
irena	仁爱
irela	惹來
ireen	惹人
irebu	忍ぶ
irazu	繞組
iranshah	燃焼
iranians	燃點
įranga	攘
irana	染髮
iraku	嚇哭
iraida	捱打
irabu	染布
ipuwer	普爾
ipupa	鋪排
iptingen	听闻
iptengen	藤根
ippei	匹配
ippai	鋪排
ipoipo	婆婆
ipitanga	偏高
ipinson	平松
iperu	胚乳
ipatinga	炮艇
ipana	潘安
iouli	厚利
iopu	小鋪
ionide	你的
iokai	拨开
iōjima	吉馬
iogen	波根
iofan	模范
iodama	大麻
ioanna	按捺
inzan	那咱
inzai	安在
inyan	安彦
inxile	膩了
inxile	膩了
inwi	欣慰
inting	庁
intier	逆耳
intan	泥炭
insitu	司徒
inshi	恩師
insha	泥砂
inqilabi	拿起來
inose	の森
inonu	惱怒
inoke	脑壳
innwa	南瓦
innsi	南寺
innse	男色
inningen	佞人
innan	南岸
innala	娜拉
inmize	米澤
inman	安曼
inlingua	林冠
inkisi	尼斯
injune	軍略
injong	穠
inizio	逆子
iniki	囁き
inigo	擬稿
inhae	印賀
inhabu	那部
inguri	怒り
inglong	鳴滝
inglesou	頂樓
ingkong	航空
infantia	飯田
inemi	洩密
ineke	内科
indusi	篤司
induri	渡り
indier	逆耳
indianship	新店市
indianna	黛安娜
indianan	电感
indiaman	刁蠻
indexi	得悉
indaruda	大入道
indan	黯淡
indama	大麻
indai	安代
indada	鞑靼
ìnchi	怒斥
inche	納車
inbitawi	のび太
inazo	拿走
inauri	怒り
inati	難題
inata	那台
inasi	雫石
inarus	納入
inantzin	南庭
inanj	南橘
inana	南亞
inama	南麻
înalta	娜拉
inalit	那里
inalis	那里
inalik	那里
inaka	那堪
inagbe	哪个
inada	納島
in2	嗯
imuun	牧村
imushagh	母上
imusa	母さん
imuruk	母乳
imuri	某日
imura	木然
imtan	密談
imsen	米森
imran	驀然
impola	泼辣
impika	密か
impali	马力
impalila	馬里蘭
impalaia	馬拉加
imour	某日
imoto	摩托
imogene	毛茛科
imman	弥漫
immaan	馬鞍
imjin	木槿
imizu	灭族
imilce	秘策
imici	每次
imeri	毎日
imeong	萌
imeneo	门额
imeli	門裡
imbaba	巴巴
imata	馬太
imari	売り
imany	滿意
imanu	滿於
imans	慢速
imani	滿意
imamis	妈咪
imamat	媽嫲
imako	馬尻
imagi	麻貴
ilyin	樂音
ilyan	閭閻
ilwala	拉拉
ilvala	拉拉
iluro	滷肉
ilucan	亂
ilua	迷乱
ilshu	曆書
ilsen	笠森
ilsan	離散
ilous	陋俗
ilori	落日
ilonggo	龍宮
ilona	老衲
ilmoni	摩尼
ilmiye	米野
ilmen	鋁門
ilmala	馬拉
illuma	驢馬
illin	栗林
illingen	鈴本
illice	蠡測
illai	歷來
iliza	礼赞
īliyya	里亞
iliyas	里亞
ilixhe	立河
ilisia	李斯
ilipa	禮炮
iliou	豊後
ilinka	豊か
ilini	鄰裡
ilina	理奈
ilimoku	資料庫
ilija	理佳
ilihi	利市
ilien	麗文
ilidža	利達
ilidza	利達
ilido	利多
ilicio	利兹
ilicic	利兹
ilich	立ち
ilica	理财
ilianens	黎巴嫩
ilhuicahua	水彩画
i̇lhan	鹿晗
ilhan	鹿晗
i̇lhami	哈密
ilgwang	竜王
ilgen	利根
ilfing	龄
ileto	乐透
i̇leri	烈日
ilele	裂了
ileia	勒马
ile-de	樂得
ilchi	立ち
ilcha	绿茶
ilaya	老鴉
ilara	蠟染
ilanz	藍沢
ilann	烂泥
ilango	啷
ilana	蘭塔
ilamba	拉巴
ilaga	拉桿
ilado	拉多
ilaci	來此
ilachand	腊肠
ikwezi	克子
ikuzo	枯坐
ikuyo	褲腰
ikuto	苦头
ikuno	苦恼
ikume	酷妹
ikuma	跨马
ikuko	堀口
ikuei	堀内
ikpong	悾
ikpeba	可把
ikoyi	口譯
ikone	控え
ikoli	口裏
ikkansai	堪萨斯
ikidi	溃敌
ikeya	肯亚
ikenga	可那
ikemi	可没
ikemba	可把
ikeko	可口
ikeja	可加
ikeike	科克
ikedo	刻刀
ikawa	開挖
ikatel	卡特
ikata	开拓
ikari	誇り
ikapa	嚇怕
ikano	卡諾
ikana	看法
ikami	勘弥
ikale	烤了
ikada	夸大
ijuin	居心
ijlin	吉林
iji	薊
ijirqang	几枪
ijele	结了
ijebu	絕不
ijaoe	教え
iiyama	亞麻
iitsu	撃つ
iishi	利市
iishipia	詩篇
iinuma	怒罵
iimori	末日
iilan	宜蘭
iijima	吉馬
iiguni	故に
iidaka	打卡
ihwang	旺
ihwajang	瓦匠
i-hun	璦琿
ihumwa	胡麻
ihlan	荷兰
ihiba	海抜
iheya	和彦
ihaya	海牙
ihase	茶色
ihaon	毫安
ihaia	海牙
igwu	靜物
igu	蠱
igusa	姑嫂
igumamen	关门
igudut	蛊毒
iguais	掴
igqili	淒厲
igone	攻略
igoli	高梨
igneri	隔日
igfan	孤帆
igerne	隔热
igerna	格納
igeho	格好
igbakeji	高科技
igaya	高压
iganz	柑子
igali	高梨
igalia	嘎啦
igagoe	高額
ifua	皮膚癌
ifo	仏
ifo	仏
ífa	発
ifans	返す
ifanc	反侧
ifaluk	發綠
ieyasu	押す
ieuan	恶犬
ietan	歌壇
ierii	えり子
ierce	別冊
ienari	恩爱
ienao	热闹
ienaki	恩爱
ielasi	拉絲
iejima	吉馬
ieiri	毎日
ieie	咩咩
idzumo	篤麿
idzuka	讀卡
iduns	鈍色
idunn	杜南
idunna	頓阿
idumota	喜多灘
idumea	赌马
idumæa	赌马
idulia	毒辣
iduko	渡口
idrizi	日子
idrimi	低迷
idowu	島屋
idota	倒塌
idoru	豆乳
idoli	多利
idman	地幔
idington	钉头
idina	嫡男
idilli	底裡
idilio	底裡
idibus	遞補
íde	鍀
ideya	徳彦
ideler	得了
ideia	地價
ideen	得分
idebo	地堡
ideate	得て
idean	地盘
iddun	打盹
iddaru	打入
idayil	大衣
idato	大頭
i̇dare	大人
idara	打扰
idakka	打卡
idaia	代碼
idah	爱达荷
idaho	大火
idahoe	大河
idaerd	達爾
i̇dadisi	到底是
idadisi	到底是
icunt	寸土
icumu	除幕
iconi	草拟
icilio	磁力
icilia	磁力
icicii	刺刺
ichud	處得
ichnae	差額
ichma	車馬
ichizoku	吹走
ichiy	赤羽
ichitaro	齒條
ichio	赤迫
ichim	侈靡
ichimaru	始まる
ichigaya	池大雅
ichel	車裡
ichege	喝个
ichaso	抄
ichar	茶入
ichachos	查抄
icesi	测试
icerya	尔雅
icera	恻然
iceni	岑子
icehenge	成合
icaza	擦在
icarie	蔡鍔
icann	慘案
icahn	擦汗
ibutsu	不俗
ibusa	捕殺
iburai	不碍
ibuka	補考
ibsenite	本立て
ibo	缽
ibolya	博雅
ibolo	菠蘿
ibiza	笔札
ibish	筆舌
ibiris	蔽日
ibingira	兵家
ibihugu	北糀谷
ibico	碧草
ibibio	臂膊
ibeyi	別苅
iberi	本日
ibeno	本末
iba	叭
ibata	白塔
ibaru	搬入
ibans	半死
ibanez	半額
ibanag	謗
ibama	拔毛
ibaloi	薄い
ibaigane	白岡
ibagu	板谷
ibad	斯巴达
ibadi	班底
ibach	罢黜
ibaan	报案
iatan	打探
ianto	案头
ianthe	暗褐
iannone	丸の内
iannis	安妮
ianguage	安廣
iango	安國
iancu	安村
ianco	安厝
iaitas	愛她
iairn	愛染
iagifu	爱抚
iaffei	阿飞
iacobi	奧祕
iachimo	阿兹海默
ia3	阿三
ʻupolu	坡路
ʻai	隘
hyun-jin	雲見
hyundais	元代
hyujeong	越共
hysing	煐
hysingla	桜蘭
hysiai	遗爱
hysen	玉森
hysan	逸散
hyrule	娱乐
hyo	哟
hyoshigi	優しい
hynie	餘孽
hynde	延徳
hyman	溢滿
hylan	宜蘭
hyi	易
hygini	旖旎
hygena	格納
hyeongje	庸介
hyeana	夜暗
hya	鸭
hyades	压得
hwita	未踏
hwayo	瓦窯
hwaseong	丸松
hwanx	喝完
hwangmae	望美
hwanghae	王者
hwana	丸大
hwala	挖來
hwai-min	外面
hvati	话题
huzita	自他
huzhu	母豬
huyan	孤雁
huwawa	娃娃
hutuo	宇陀
hutuktu	呼图克图
hutsu	育つ
husun	祖孫
hushu	图书
hushniye	祖師爺
hushi	句式
huseng	僧
huruma	辱骂
hurao	富饒
huqiu	女囚
hupei	玉珮
huozi	国字
huoyi	作揖
huoxi	琐细
huomo	多磨
huoba	活靶
hunze	君沢
hunza	混雑
hunye	村野
hunyani	雲岩寺
hunnu	孙女
hunni	雲泥
hunne	戶內
hunke	俊克
hunji	論及
huniu	乳牛
hüningen	佞人
huningen	佞人
hungduan	雲端
hung-chang	广场
hunfa	寸法
hunchun	君川
hunan	武男
humuya	母鸭
humen	虎門
humaya	馬雅
humanzi	木綿子
humanyun	満員
humai	瞿麦
humade	媽的
hulun	不论
huluhulu	氯化鋁
hulin	武林
huligany	無力感
hulegu	肋骨
hulao	佛老
hulan	魚籃
hulaguid	烏拉圭
hukuru	堀込
hūjiya	羁押
huizu	退租
huize	会則
huizenga	餽贈
hui-yuan	瑞垣
hui-tien	會聽
huisi	敦司
huise	退色
huirangi	最让
huiou	對偶
huili	絵里
huiling	最良
huilango	瑞浪
huike	龟壳
huiju	推拒
huihu	亀戸
huihe	匯合
huige	揮戈
huientsang	懷恩堂
huici	絵詞
huichon	推崇
huian	罪案
huhai	入海
hugun	舞棍
hufen	不分
hueyi	學藝
huetiana	越田
huenna	恩納
huele	悦楽
huean	血案
hudun	土遁
hudsonia	火鳥
hudie	玉牒
hudeci	地磁
hudadu	打赌
hubie	幕別
hubei	須貝
hubao	讀報
hubaba	巴巴
huayu	花語
huayi	华夷
huaxi	華西
huaxinghui	群星會
huasong	宽松
huari	誇り
huapi	瓜皮
huang-ti	礦體
huangshinu	亂世兒女
huangcuo	算错
huaneng	権藤
huancayo	萱草
huancané	猿喰
hua-ling	華鈴
hualalai	嘩啦啦
huaji	花季
huaize	愛沢
huaiyang	奈央
huai-nan	槐南
huaiji	艾姬
huai-hai	淮海
huadu	跨度
huace	畫冊
htana	檀那
hsu	橚
hsuen	素人
hsi	澌
hsipaw	丝帕
hsinking	私釀
hsiju	诗句
hsiin	死因
hsi-heng	司政
hsayn	撒鹽
hruso	如梭
hrunting	乳娘
hrundi	如泥
hra	奤
hrani	燃起
hraban	阿坂
hpyin	朴訔
hozumi	欧米
hoyte	を以て
høyang	楧
hoxie	摹寫
houze	否則
houyi	奏議
houwa	都窪
houue	嘔血
houtua	嘔吐
houtseng	頭疼
houtaing	樓亭
housh	歐式
houser	偶尔
houlka	歐拉
houli	厚利
houlihan	厚脸
houle	漏了
houin	呕心
hougue	謳歌
houfe	藕粉
houei	歐美
houde	走得
houdar	毆打
houcong	鉤蟲
houchens	偶成
hoting	庁
hotcha	お茶
hotaru	踏入
hotani	塔尼
hotaling	泰陵
hosian	私案
hoshu	波数
hoshokan	收看
hoshii	勢い
hosha	抹煞
hosan	奥さん
horni	紅い
horen	倭人
horan	驀然
hopalong	蟠龙
honmaru	東馬込
hong-sen	東森
hongong	隆隆
hong-kui	同奎
hong-jin	通津
hongdae	東大和
honan	末男
honaji	那幾
homin	博敏
homen	我們
homan	我慢
homaji	麻紀
